participant_number,scenario,iteration,driving_score,episode_loss,style_speed,style_efficiency,style_aggressiveness,style_comfort,gui_type,gui_location,gui_color,gui_vibration,gui_lag,gui_p0_name,gui_p0_val,gui_p1_name,gui_p1_val,gui_p2_name,gui_p2_val
9,town02_parked_right,0,0.469,10.02683648544896,0.702,0.7876,0.2274,0.9379,arrow,panel,RGB,False,0.956,scale,0.5646,opacity,0.5731,vibration_dist,0.3807
9,town01_tight_gap,1,0.415,25.260772420804305,0.7298,0.7834,0.1986,0.9272,arrow,windshield,colorblind,False,1.12,scale,0.5746,opacity,0.8976,vibration_dist,0.4177
9,town01_crash_two_veers,2,0.329,19.60977654456021,0.6524,0.8833,0.1495,0.9541,route,windshield,colorblind,True,0.999,line_width,0.5589,opacity,0.4398,vibration_dist,0.3694
9,town04_crossing_triple,3,0.502,15.938186840608322,0.4586,0.7889,0.2708,0.9293,route,windshield,RGB,True,1.209,line_width,0.5578,opacity,0.3752,vibration_dist,0.4996
9,town01_crash_with_parked,4,0.221,31.859453905449357,0.5214,0.553,0.0746,0.9563,sound,panel,colorblind,False,1.323,lateral_threshold,0.4576,cooldown,0.5117,volume,0.4168
9,town02_crash_plus_slow_npc,5,0.0,83.76593701790685,0.7483,0.7318,0.2687,0.9202,sound,panel,colorblind,True,1.319,lateral_threshold,0.4719,cooldown,0.6028,volume,0.3042
9,town04_crossing_triple,6,0.481,23.61651930587579,0.436,0.7765,0.2985,0.9394,arrow,panel,colorblind,False,1.563,scale,0.4661,opacity,0.5111,vibration_dist,0.3323
9,town01_tight_gap,7,0.262,44.72343236391592,0.6204,0.7587,0.1328,0.9452,arrow,panel,colorblind,False,1.386,scale,0.6357,opacity,0.8466,vibration_dist,0.4316
9,town02_crash_veer_left,8,0.433,30.105999790357817,0.7721,0.7464,0.1886,0.9415,sound,panel,colorblind,True,1.131,lateral_threshold,0.4769,cooldown,0.6898,volume,0.2125
9,town04_crossing_parked_plus_slow,9,0.334,46.68795537675826,0.7116,0.6475,0.1435,0.9298,sound,panel,colorblind,True,0.981,lateral_threshold,0.5252,cooldown,0.6238,volume,0.2605
9,town04_crossing_parked_plus_slow,10,0.0,19.611410283749603,0.5678,0.7424,0.3095,0.9386,sound,panel,RGB,True,1.17,lateral_threshold,0.476,cooldown,0.5675,volume,0.1116
9,town02_three_parked,11,0.352,57.71312216168969,0.7078,0.5307,0.1138,0.9429,sound,panel,RGB,True,1.116,lateral_threshold,0.4122,cooldown,0.4971,volume,0.0
9,town02_crash_veer_right,12,0.441,33.543616480913634,0.8579,0.8352,0.1477,0.935,route,windshield,colorblind,True,1.161,line_width,0.7216,opacity,0.4881,vibration_dist,0.264
9,town04_crossing_parked_plus_slow,13,0.429,26.138269922332395,0.8273,0.8215,0.1857,0.9331,arrow,windshield,colorblind,True,1.047,scale,0.3905,opacity,0.8353,vibration_dist,0.5312
9,town02_double_stagger,14,0.428,32.8760214984908,0.8393,0.7714,0.2066,0.9271,route,panel,colorblind,True,1.162,line_width,0.8761,opacity,0.4778,vibration_dist,0.5647
9,town02_crash_plus_slow_npc,15,0.426,43.893886841991495,0.8019,0.7161,0.1695,0.9433,sound,windshield,colorblind,True,0.762,lateral_threshold,0.6246,cooldown,0.732,volume,0.0
9,town02_slow_npc,16,0.426,7.735107697576471,0.805,0.8569,0.205,0.9309,arrow,windshield,colorblind,False,0.94,scale,0.2946,opacity,0.9339,vibration_dist,0.6432
9,town01_crash_veer_left,17,0.162,36.54616341868952,0.7095,0.8451,0.1052,0.9536,sound,windshield,colorblind,False,0.935,lateral_threshold,0.6468,cooldown,0.8643,volume,0.0
9,town01_crash_with_parked,18,0.26,17.65059574554833,0.7905,0.7758,0.1395,0.9333,arrow,panel,colorblind,True,0.996,scale,0.3904,opacity,0.9944,vibration_dist,0.6314
9,town02_crash_plus_slow_npc,19,0.448,38.4647121904167,0.7983,0.8061,0.1723,0.9483,arrow,panel,colorblind,False,1.112,scale,0.2,opacity,0.876,vibration_dist,0.6157
