sim_time,x,y,speed,steer,throttle,style_scores,alert_state,alert_raw,alert_score
0.05,153.4598388671875,-102.39739990234375,1.4700000286102295,0.0,0.5,"[0.4089679718017578, 0.23229999840259552, 0.0, 0.9431818127632141]","[0.0, 0.0, -0.9998487830162048, 0.0001269999920623377, 0.0127298254519701, 1.0, 0.03266666829586029, -0.9998487830162048, 0.0, 0.0, 0.4944639801979065, -0.03253966569900513, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.5669242143630981, 0.0, 0.597704291343689, 0.3722003996372223, 0.6682523488998413]",0.8240249902009964
0.1,153.4598388671875,-102.39739990234375,1.9600000381469727,0.0,0.5,"[0.44112396240234375, 0.30970001220703125, 0.0, 0.9659090042114258]","[0.0, 0.0, -0.9998487830162048, 0.0001269999920623377, 0.0127298254519701, 1.0, 0.03266666829586029, -0.9998487830162048, 0.0, 0.0, 0.4944639801979065, -0.03253966569900513, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.5669242143630981, 0.0, 0.597704291343689, 0.3722003996372223, 0.6682523488998413]",0.8457321971654892
0.15000000000000002,153.4598388671875,-102.39739990234375,1.1814199686050415,0.0,0.5,"[0.39003005623817444, 0.1809999942779541, 2.6373625132691814e-06, 0.5113635063171387]","[0.0, 0.0, -0.9998487830162048, 0.0001269999920623377, 0.0127298254519701, 1.0, 0.03266666829586029, -0.9998487830162048, 0.0, 0.0, 0.4944639801979065, -0.03253966569900513, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.5669242143630981, 0.0, 0.597704291343689, 0.3722003996372223, 0.6682523488998413]",0.7119455337524414
0.2,153.4598388671875,-102.39739990234375,0.6057000160217285,0.0,0.5,"[0.35224875807762146, 0.09480000287294388, 2.4615383154014125e-06, 0.7814908027648926]","[0.0, 0.0, -0.9998487830162048, 0.0001269999920623377, 0.0127298254519701, 1.0, 0.03266666829586029, -0.9998487830162048, 0.0, 0.0, 0.4944639801979065, -0.03253966569900513, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.5669242143630981, 0.0, 0.597704291343689, 0.3722003996372223, 0.6682523488998413]",0.7484820187091827
0.25,153.4598388671875,-102.39739990234375,0.2651999890804291,0.0,0.5,"[0.32990363240242004, 0.04259999841451645, 0.0, 0.7520698308944702]","[0.0, 0.0, -0.9998487830162048, 0.0001269999920623377, 0.0127298254519701, 1.0, 0.03266666829586029, -0.9998487830162048, 0.0, 0.0, 0.4944639801979065, -0.03253966569900513, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.5669242143630981, 0.0, 0.597704291343689, 0.3722003996372223, 0.6682523488998413]",0.7224898934364319
0.3,153.4598388671875,-102.39739990234375,0.07176999747753143,0.0,0.5,"[0.3172098696231842, 0.011699999682605267, 1.758241637617175e-06, 0.8399260640144348]","[0.0, 0.0, -0.9998487830162048, 0.0001269999920623377, 0.0127298254519701, 1.0, 0.03266666829586029, -0.9998487830162048, 0.0, 0.0, 0.4944639801979065, -0.03253966569900513, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.5669242143630981, 0.0, 0.597704291343689, 0.3722003996372223, 0.6682523488998413]",0.7335559129714966
0.35,153.4598388671875,-102.39739990234375,0.03139999881386757,0.0,0.5,"[0.3145606219768524, 0.005200000014156103, 1.758241637617175e-06, 0.912437379360199]","[0.0, 0.0, -0.9998487830162048, 0.0001269999920623377, 0.0127298254519701, 1.0, 0.03266666829586029, -0.9998487830162048, 0.0, 0.0, 0.4944639801979065, -0.03253966569900513, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.5669242143630981, 0.0, 0.597704291343689, 0.3722003996372223, 0.6682523488998413]",0.7493964433670044
0.39999999999999997,153.4598388671875,-102.39739990234375,0.08048000186681747,0.0,0.5,"[0.3177814483642578, 0.013299999758601189, 0.0, 0.9441402554512024]","[0.0, 0.0, -0.9998487830162048, 0.0001269999920623377, 0.0127298254519701, 1.0, 0.03266666829586029, -0.9998487830162048, 0.0, 0.0, 0.4944639801979065, -0.03253966569900513, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.5669242143630981, 0.0, 0.597704291343689, 0.3722003996372223, 0.6682523488998413]",0.7462387681007385
0.44999999999999996,153.4598388671875,-102.39739990234375,0.09824000298976898,0.0,0.5,"[0.3189469575881958, 0.016300000250339508, 0.0, 0.9691035747528076]","[0.0, 0.0, -0.9998487830162048, 0.0001269999920623377, 0.0127298254519701, 1.0, 0.03266666829586029, -0.9998487830162048, 0.0, 0.0, 0.4944639801979065, -0.03253966569900513, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.5669242143630981, 0.0, 0.597704291343689, 0.3722003996372223, 0.6682523488998413]",0.7410392761230469
0.49999999999999994,153.4598388671875,-102.39739990234375,0.0987899973988533,0.0,0.5,"[0.3189830780029297, 0.01640000008046627, 0.0, 0.9842778444290161]","[0.0, 0.0, -0.9998487830162048, 0.0001269999920623377, 0.0127298254519701, 1.0, 0.03266666829586029, -0.9998487830162048, 0.0, 0.0, 0.4944639801979065, -0.03253966569900513, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.5669242143630981, 0.0, 0.597704291343689, 0.3722003996372223, 0.6682523488998413]",0.7372797727584839
0.5499999999999999,153.4598388671875,-102.39739990234375,0.09064000099897385,0.0,0.5,"[0.31844818592071533, 0.014999999664723873, 0.0, 0.9909761548042297]","[0.0, 0.0, -0.9998487830162048, 0.0001269999920623377, 0.0127298254519701, 1.0, 0.03266666829586029, -0.9998487830162048, 0.0, 0.0, 0.4944639801979065, -0.03253966569900513, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.5669242143630981, 0.0, 0.597704291343689, 0.3722003996372223, 0.6682523488998413]",0.7351214587688446
0.6,153.4598388671875,-102.39739990234375,0.07881999760866165,0.0,0.5,"[0.3176725506782532, 0.013100000098347664, 0.0, 0.9950585961341858]","[0.0, 0.0, -0.9998487830162048, 0.0001269999920623377, 0.0127298254519701, 1.0, 0.03266666829586029, -0.9998487830162048, 0.0, 0.0, 0.4944639801979065, -0.03253966569900513, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.5669242143630981, 0.0, 0.597704291343689, 0.3722003996372223, 0.6682523488998413]",0.7334319353103638
0.65,153.4598388671875,-102.39739990234375,0.06616999953985214,0.0,0.5,"[0.31684237718582153, 0.010999999940395355, 1.758241637617175e-06, 0.9975190162658691]","[0.0, 0.0, -0.9998487830162048, 0.0001269999920623377, 0.0127298254519701, 1.0, 0.03266666829586029, -0.9998487830162048, 0.0, 0.0, 0.4944639801979065, -0.03253966569900513, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.5669242143630981, 0.0, 0.597704291343689, 0.3722003996372223, 0.6682523488998413]",0.732084721326828
0.7000000000000001,153.4598388671875,-102.39739990234375,0.05420000106096268,0.0,0.5,"[0.31605684757232666, 0.008999999612569809, 2.197802132286597e-06, 0.9977582097053528]","[0.0, 0.0, -0.9998487830162048, 0.0001269999920623377, 0.0127298254519701, 1.0, 0.03266666829586029, -0.9998487830162048, 0.0, 0.0, 0.4944639801979065, -0.03253966569900513, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.5669242143630981, 0.0, 0.597704291343689, 0.3722003996372223, 0.6682523488998413]",0.7313286662101746
