participant_number,scenario,iteration,driving_score,episode_loss,style_speed,style_efficiency,style_aggressiveness,style_comfort,gui_type,gui_location,gui_color,gui_vibration,gui_lag,gui_p0_name,gui_p0_val,gui_p1_name,gui_p1_val,gui_p2_name,gui_p2_val
17,town02_parked_right,0,0.028,56.09171048755285,0.4221,0.0676,0.022,0.9775,sound,windshield,colorblind,True,0.961,lateral_threshold,0.4537,cooldown,0.5457,volume,0.4691
17,town01_tight_gap,1,0.46,32.04704623259998,0.6054,0.5114,0.2176,0.9285,sound,panel,RGB,True,1.148,lateral_threshold,0.4462,cooldown,0.634,volume,0.5252
17,town01_crash_two_veers,2,0.255,50.936012569895176,0.496,0.2825,0.1869,0.907,arrow,panel,RGB,False,1.002,scale,0.6396,opacity,0.3661,vibration_dist,0.658
17,town04_crossing_triple,3,0.287,46.5134343305497,0.5692,0.1275,0.1884,0.9141,arrow,windshield,colorblind,True,0.457,scale,0.737,opacity,0.6381,vibration_dist,0.6634
17,town01_crash_with_parked,4,0.001,41.3747698321168,0.5546,0.3594,0.2643,0.8939,sound,panel,RGB,False,0.713,lateral_threshold,0.4297,cooldown,0.6566,volume,0.4577
17,town02_crash_plus_slow_npc,5,0.109,68.89028766477927,0.642,0.8087,0.2688,0.9326,sound,panel,RGB,False,1.396,lateral_threshold,0.5367,cooldown,0.7122,volume,0.557
17,town04_crossing_triple,6,0.0,19.56104079476289,0.4885,0.7665,0.3295,0.92,sound,panel,RGB,False,0.922,lateral_threshold,0.4308,cooldown,0.6637,volume,0.6184
17,town01_tight_gap,7,0.483,12.485976335141144,0.5973,0.6047,0.234,0.9261,arrow,windshield,RGB,False,1.022,scale,0.6203,opacity,0.3059,vibration_dist,0.8483
17,town02_crash_veer_left,8,0.533,14.183694439078668,0.7129,0.7263,0.2908,0.9229,arrow,windshield,RGB,False,1.148,scale,0.6712,opacity,0.2676,vibration_dist,0.5938
17,town04_crossing_parked_plus_slow,9,0.129,125.86062137340762,0.4419,0.333,0.2324,0.907,arrow,windshield,RGB,False,1.447,scale,0.8717,opacity,0.4272,vibration_dist,0.6393
17,town04_crossing_parked_plus_slow,10,0.456,30.842948615683863,0.3387,0.6376,0.3112,0.9309,route,windshield,colorblind,False,1.233,line_width,0.641,opacity,0.5322,vibration_dist,0.7817
17,town02_three_parked,11,0.033,56.00100143390266,0.6044,0.8215,0.2679,0.9412,arrow,windshield,RGB,False,1.383,scale,0.792,opacity,0.268,vibration_dist,0.538
17,town02_crash_veer_right,12,0.553,11.765417850698087,0.7167,0.8457,0.2602,0.9424,route,panel,RGB,False,1.603,line_width,0.5193,opacity,0.5305,vibration_dist,0.9649
17,town04_crossing_parked_plus_slow,13,0.465,24.180336028021895,0.3894,0.8414,0.2995,0.9379,route,panel,RGB,False,1.6,line_width,0.5608,opacity,0.6938,vibration_dist,1.0
17,town02_double_stagger,14,0.454,10.48293177705464,0.7271,0.8518,0.2917,0.9322,route,panel,RGB,False,1.349,line_width,0.5715,opacity,0.4418,vibration_dist,0.912
17,town02_crash_plus_slow_npc,15,0.435,9.576873922051497,0.6863,0.8119,0.297,0.9349,route,panel,RGB,False,1.225,line_width,0.5137,opacity,0.6701,vibration_dist,0.9835
17,town02_slow_npc,16,0.469,14.240177484684496,0.7712,0.7979,0.2379,0.9297,route,panel,RGB,False,1.089,line_width,0.5708,opacity,0.5387,vibration_dist,0.6729
17,town01_crash_veer_left,17,0.417,16.864449420097042,0.4411,0.7342,0.2273,0.9466,route,panel,RGB,False,0.845,line_width,0.6431,opacity,0.7038,vibration_dist,0.8231
17,town01_crash_with_parked,18,0.464,17.001486753965654,0.5867,0.7259,0.2128,0.9336,route,panel,colorblind,False,1.187,line_width,0.7116,opacity,0.5664,vibration_dist,0.7732
17,town02_crash_plus_slow_npc,19,0.457,20.851719103911854,0.8048,0.8259,0.2133,0.9335,route,panel,RGB,True,1.137,line_width,0.8421,opacity,0.6605,vibration_dist,0.8217
