participant_number,scenario,iteration,driving_score,episode_loss,style_speed,style_efficiency,style_aggressiveness,style_comfort,gui_type,gui_location,gui_color,gui_vibration,gui_lag,gui_p0_name,gui_p0_val,gui_p1_name,gui_p1_val,gui_p2_name,gui_p2_val
20,town02_parked_right,0,0.282,43.52409628970958,0.7595,0.5742,0.1016,0.9503,route,panel,colorblind,True,0.892,line_width,0.6061,opacity,0.2937,vibration_dist,0.5286
20,town01_tight_gap,1,0.247,46.074547904226556,0.5692,0.6176,0.0943,0.9493,arrow,panel,RGB,False,1.05,scale,0.436,opacity,0.787,vibration_dist,0.3821
20,town01_crash_two_veers,2,0.111,54.66523020494779,0.5352,0.6742,0.1425,0.9467,sound,windshield,RGB,False,0.981,lateral_threshold,0.5236,cooldown,0.4867,volume,0.467
20,town04_crossing_triple,3,0.523,23.400736356168604,0.6267,0.7611,0.2014,0.9413,route,panel,RGB,False,1.005,line_width,0.6068,opacity,0.4727,vibration_dist,0.4606
20,town01_crash_with_parked,4,0.221,28.43153190350546,0.4471,0.6754,0.1187,0.9495,arrow,panel,RGB,True,1.252,scale,0.681,opacity,0.6687,vibration_dist,0.3311
20,town02_crash_plus_slow_npc,5,0.0,25.700962942162807,0.6309,0.4489,0.3336,0.8984,route,panel,RGB,False,1.05,line_width,0.6964,opacity,0.3763,vibration_dist,0.5306
20,town04_crossing_triple,6,0.086,88.25111464757313,0.4838,0.7778,0.075,0.9436,sound,panel,colorblind,True,1.25,lateral_threshold,0.579,cooldown,0.4604,volume,0.5892
20,town01_tight_gap,7,0.246,44.01828781630823,0.5686,0.5832,0.149,0.9292,sound,windshield,RGB,False,0.885,lateral_threshold,0.549,cooldown,0.4549,volume,0.5336
20,town02_crash_veer_left,8,0.56,17.544647903322602,0.6583,0.7936,0.259,0.93,route,panel,colorblind,False,1.266,line_width,0.5294,opacity,0.3841,vibration_dist,0.617
20,town04_crossing_parked_plus_slow,9,0.522,15.221246772434878,0.3913,0.7305,0.2703,0.938,route,panel,colorblind,False,1.186,line_width,0.5218,opacity,0.4048,vibration_dist,0.4505
20,town04_crossing_parked_plus_slow,10,0.379,22.532291611774493,0.5851,0.7739,0.2852,0.9506,sound,panel,colorblind,False,1.152,lateral_threshold,0.5751,cooldown,0.6683,volume,0.7272
20,town02_three_parked,11,0.042,44.68496390452559,0.7001,0.8487,0.1934,0.9431,sound,panel,colorblind,False,1.194,lateral_threshold,0.5882,cooldown,0.6555,volume,0.7543
20,town02_crash_veer_right,12,0.304,15.507366662215015,0.5219,0.6885,0.317,0.9176,route,panel,colorblind,True,0.852,line_width,0.5977,opacity,0.459,vibration_dist,0.6739
20,town04_crossing_parked_plus_slow,13,0.492,19.84668979068297,0.3124,0.7182,0.3485,0.9242,route,panel,colorblind,True,0.876,line_width,0.5608,opacity,0.4413,vibration_dist,0.7065
20,town02_double_stagger,14,0.513,20.76368870490403,0.7651,0.7905,0.2226,0.9303,arrow,windshield,colorblind,True,0.817,scale,0.5539,opacity,0.4699,vibration_dist,0.3872
20,town02_crash_plus_slow_npc,15,0.426,12.726009657395302,0.6359,0.842,0.2855,0.9265,arrow,windshield,colorblind,True,0.795,scale,0.6036,opacity,0.7271,vibration_dist,0.1379
20,town02_slow_npc,16,0.505,11.549764890301741,0.678,0.8194,0.2556,0.9294,sound,windshield,colorblind,True,0.949,lateral_threshold,0.4962,cooldown,0.7212,volume,0.751
20,town01_crash_veer_left,17,0.248,28.056545823592693,0.5298,0.6439,0.0919,0.9535,sound,windshield,colorblind,True,0.921,lateral_threshold,0.5872,cooldown,0.4917,volume,0.4887
20,town01_crash_with_parked,18,0.223,32.033514832518144,0.4699,0.5525,0.0949,0.9531,sound,windshield,colorblind,True,1.023,lateral_threshold,0.4889,cooldown,0.4839,volume,0.4644
20,town02_crash_plus_slow_npc,19,0.037,40.31050560192028,0.634,0.8556,0.1975,0.9539,sound,windshield,RGB,True,0.876,lateral_threshold,0.3548,cooldown,0.6703,volume,0.4078
