participant_number,scenario,iteration,driving_score,episode_loss,style_speed,style_efficiency,style_aggressiveness,style_comfort,gui_type,gui_location,gui_color,gui_vibration,gui_lag,gui_p0_name,gui_p0_val,gui_p1_name,gui_p1_val,gui_p2_name,gui_p2_val
12,town02_parked_right,0,0.467,20.662558256479286,0.7019,0.6061,0.2673,0.9223,arrow,windshield,RGB,True,1.6,scale,0.9609,opacity,0.6163,vibration_dist,0.5239
12,town01_tight_gap,1,0.299,25.636042712768806,0.6248,0.5757,0.2553,0.933,arrow,windshield,RGB,True,0.946,scale,0.4126,opacity,0.6142,vibration_dist,0.5508
12,town01_crash_two_veers,2,0.429,12.638016827191777,0.4917,0.7044,0.2438,0.9321,arrow,windshield,RGB,False,0.737,scale,0.3074,opacity,0.0204,vibration_dist,0.3155
12,town04_crossing_triple,3,0.082,107.57674741566177,0.4028,0.6176,0.1782,0.9185,arrow,panel,RGB,True,0.891,scale,0.6364,opacity,0.1246,vibration_dist,0.4366
12,town01_crash_with_parked,4,0.437,18.75249259005814,0.5304,0.4647,0.2144,0.9284,arrow,panel,RGB,False,1.87,scale,0.7381,opacity,0.2859,vibration_dist,0.8014
12,town02_crash_plus_slow_npc,5,0.421,12.904829989755864,0.7271,0.506,0.3141,0.9131,arrow,panel,RGB,False,1.457,scale,0.3318,opacity,0.0666,vibration_dist,0.9163
12,town04_crossing_triple,6,0.086,95.09240276143909,0.5349,0.4654,0.1795,0.8992,arrow,windshield,RGB,False,0.686,scale,0.567,opacity,0.5788,vibration_dist,0.1317
12,town01_tight_gap,7,0.483,17.630075119236167,0.6707,0.6635,0.2553,0.9246,arrow,windshield,RGB,False,0.628,scale,0.3565,opacity,0.8686,vibration_dist,0.5137
12,town02_crash_veer_left,8,0.528,6.175697046414407,0.7817,0.8347,0.2321,0.9404,arrow,panel,RGB,False,1.938,scale,0.2055,opacity,0.6487,vibration_dist,0.5611
12,town04_crossing_parked_plus_slow,9,0.046,79.67586378223226,0.549,0.8136,0.2503,0.928,arrow,windshield,RGB,True,1.378,scale,0.393,opacity,0.4334,vibration_dist,0.3395
12,town04_crossing_parked_plus_slow,10,0.088,107.20790964797386,0.3482,0.6617,0.193,0.9204,arrow,windshield,RGB,True,1.722,scale,0.5249,opacity,0.5593,vibration_dist,0.738
12,town02_three_parked,11,0.397,13.925245916109025,0.7091,0.4532,0.3326,0.9158,arrow,panel,RGB,True,1.0,scale,0.8948,opacity,0.9371,vibration_dist,0.2524
12,town02_crash_veer_right,12,0.513,9.916311739170677,0.7013,0.7288,0.3257,0.9256,arrow,panel,RGB,False,1.633,scale,0.6819,opacity,0.3019,vibration_dist,0.497
12,town04_crossing_parked_plus_slow,13,0.116,67.03324859521389,0.6965,0.5588,0.0997,0.9254,arrow,windshield,RGB,True,0.578,scale,0.6101,opacity,0.0755,vibration_dist,0.7291
12,town02_double_stagger,14,0.479,8.025673071449537,0.7258,0.5642,0.353,0.9084,arrow,panel,RGB,False,1.483,scale,0.2608,opacity,0.0254,vibration_dist,0.9952
12,town02_crash_plus_slow_npc,15,0.421,12.444098834147713,0.7314,0.617,0.331,0.9143,arrow,windshield,RGB,True,1.658,scale,0.4337,opacity,0.0696,vibration_dist,0.3802
12,town02_slow_npc,16,0.543,17.9226498616685,0.8295,0.7886,0.2351,0.9192,arrow,windshield,RGB,True,1.966,scale,0.3609,opacity,0.1028,vibration_dist,0.7186
12,town01_crash_veer_left,17,0.462,33.9450265103287,0.6139,0.4185,0.2256,0.9244,arrow,panel,RGB,False,0.66,scale,0.4734,opacity,0.3466,vibration_dist,0.3853
12,town01_crash_with_parked,18,0.066,19.63792067441667,0.4534,0.4671,0.283,0.8988,arrow,panel,RGB,False,1.335,scale,0.6889,opacity,0.4713,vibration_dist,0.3843
12,town02_crash_plus_slow_npc,19,0.466,9.98055160136996,0.7112,0.59,0.2874,0.9155,arrow,panel,RGB,False,0.9,scale,0.5408,opacity,0.7677,vibration_dist,0.3299
