participant_number,scenario,iteration,driving_score,episode_loss,style_speed,style_efficiency,style_aggressiveness,style_comfort,gui_type,gui_location,gui_color,gui_vibration,gui_lag,gui_p0_name,gui_p0_val,gui_p1_name,gui_p1_val,gui_p2_name,gui_p2_val
5,town02_parked_right,0,0.26,49.66539282273781,0.6773,0.4551,0.0892,0.9432,sound,windshield,RGB,True,1.029,lateral_threshold,0.5069,cooldown,0.5693,volume,0.4398
5,town01_tight_gap,1,0.502,13.629282936325408,0.5093,0.5827,0.2279,0.9281,sound,panel,RGB,True,1.138,lateral_threshold,0.5144,cooldown,0.4631,volume,0.3799
5,town01_crash_two_veers,2,0.0,90.03001676412087,0.4074,0.3923,0.375,0.8955,sound,panel,RGB,True,1.126,lateral_threshold,0.586,cooldown,0.3013,volume,0.3477
5,town04_crossing_triple,3,0.491,28.854527812240345,0.6738,0.6835,0.2081,0.933,arrow,panel,RGB,False,0.94,scale,0.4192,opacity,0.328,vibration_dist,0.4528
5,town01_crash_with_parked,4,0.402,25.757522797189814,0.7811,0.7211,0.1746,0.9375,route,panel,RGB,False,0.912,line_width,0.3841,opacity,0.434,vibration_dist,0.5699
5,town02_crash_plus_slow_npc,5,0.462,11.774906876241976,0.6982,0.7953,0.2455,0.9345,route,panel,colorblind,False,1.432,line_width,0.3454,opacity,0.5118,vibration_dist,0.7043
5,town04_crossing_triple,6,0.0,13.041319546096602,0.5122,0.3327,0.4715,0.9226,route,panel,colorblind,True,1.566,line_width,0.2321,opacity,0.5926,vibration_dist,0.831
5,town01_tight_gap,7,0.514,14.000307589565198,0.6197,0.6397,0.231,0.9342,route,panel,colorblind,True,1.294,line_width,0.1722,opacity,0.4517,vibration_dist,0.8984
5,town02_crash_veer_left,8,0.557,12.004435432475132,0.689,0.8114,0.2907,0.9346,route,panel,colorblind,True,1.256,line_width,0.0289,opacity,0.4427,vibration_dist,0.8138
5,town04_crossing_parked_plus_slow,9,0.087,48.870886582264234,0.7229,0.472,0.0956,0.9257,arrow,panel,colorblind,True,1.101,scale,0.6545,opacity,0.2895,vibration_dist,0.5355
5,town04_crossing_parked_plus_slow,10,0.43,12.497129395776176,0.7537,0.8677,0.1719,0.9395,arrow,windshield,colorblind,True,1.067,scale,0.5455,opacity,0.2419,vibration_dist,0.4573
5,town02_three_parked,11,0.166,50.56118788124876,0.6507,0.431,0.1608,0.9328,arrow,windshield,RGB,True,1.122,scale,0.3576,opacity,0.2866,vibration_dist,0.2682
5,town02_crash_veer_right,12,0.0,56.72009520413505,0.6174,0.693,0.2598,0.9299,sound,windshield,colorblind,True,0.942,lateral_threshold,0.5482,cooldown,0.2723,volume,0.423
5,town04_crossing_parked_plus_slow,13,0.0,18.667036623345584,0.5564,0.7427,0.3395,0.9376,sound,windshield,colorblind,False,0.958,lateral_threshold,0.4914,cooldown,0.1572,volume,0.4098
5,town02_double_stagger,14,0.473,22.368919947436325,0.8544,0.816,0.1996,0.9109,arrow,windshield,colorblind,True,1.127,scale,0.4139,opacity,0.4106,vibration_dist,0.0736
5,town02_crash_plus_slow_npc,15,0.512,24.008256058800693,0.8506,0.8669,0.1869,0.9317,arrow,windshield,RGB,True,1.067,scale,0.3136,opacity,0.5405,vibration_dist,0.0882
5,town02_slow_npc,16,0.569,8.61518690745545,0.8296,0.8788,0.2085,0.951,arrow,windshield,RGB,False,1.476,scale,0.2845,opacity,0.5404,vibration_dist,0.0596
5,town01_crash_veer_left,17,0.399,22.568905260541232,0.7393,0.8175,0.1762,0.9332,arrow,windshield,RGB,False,1.384,scale,0.1376,opacity,0.4021,vibration_dist,0.0
5,town01_crash_with_parked,18,0.013,35.34743664319371,0.5899,0.684,0.2111,0.9353,sound,windshield,RGB,False,1.43,lateral_threshold,0.6194,cooldown,0.2941,volume,0.5853
5,town02_crash_plus_slow_npc,19,0.0,83.05789882962699,0.6315,0.8324,0.2731,0.9376,sound,windshield,colorblind,False,1.314,lateral_threshold,0.6039,cooldown,0.1622,volume,0.5814
