participant_number,scenario,iteration,driving_score,episode_loss,style_speed,style_efficiency,style_aggressiveness,style_comfort,gui_type,gui_location,gui_color,gui_vibration,gui_lag,gui_p0_name,gui_p0_val,gui_p1_name,gui_p1_val,gui_p2_name,gui_p2_val
101,town02_parked_right,0,0.04,54.688639863697986,0.4171,0.0913,0.0246,0.9784,sound,panel,colorblind,True,0.984,lateral_threshold,0.4875,cooldown,0.518,volume,0.3218
101,town01_tight_gap,1,0.325,26.7100762805549,0.576,0.7982,0.2211,0.9266,arrow,panel,colorblind,False,1.18,scale,0.547,opacity,0.4926,vibration_dist,0.4615
101,town01_crash_two_veers,2,0.251,18.572194845322063,0.4712,0.4709,0.2527,0.913,route,panel,RGB,False,1.036,line_width,0.3685,opacity,0.3611,vibration_dist,0.4365
101,town04_crossing_triple,3,0.531,14.921048736076301,0.4784,0.7974,0.2323,0.9495,route,panel,RGB,False,1.297,line_width,0.313,opacity,0.3622,vibration_dist,0.6201
101,town01_crash_with_parked,4,0.465,30.86449978510224,0.4809,0.3061,0.2959,0.9006,sound,panel,RGB,False,1.021,lateral_threshold,0.5182,cooldown,0.3131,volume,0.4389
101,town02_crash_plus_slow_npc,5,0.377,10.92289425362103,0.5707,0.4816,0.3182,0.9044,route,panel,RGB,False,1.046,line_width,0.3079,opacity,0.509,vibration_dist,0.6478
101,town04_crossing_triple,6,0.514,12.688126796751666,0.5817,0.7908,0.2358,0.9509,arrow,panel,RGB,False,0.84,scale,0.3258,opacity,0.3898,vibration_dist,0.3844
101,town01_tight_gap,7,0.336,47.90455173771683,0.3994,0.402,0.2737,0.9116,sound,panel,RGB,True,0.95,lateral_threshold,0.4698,cooldown,0.4837,volume,0.6288
101,town02_crash_veer_left,8,0.214,19.237632596075432,0.6405,0.7885,0.2594,0.9275,arrow,panel,RGB,True,0.692,scale,0.4415,opacity,0.485,vibration_dist,0.4618
101,town04_crossing_parked_plus_slow,9,0.287,22.740162335620933,0.5508,0.6467,0.2343,0.928,arrow,panel,RGB,True,0.798,scale,0.4891,opacity,0.3359,vibration_dist,0.5777
101,town04_crossing_parked_plus_slow,10,0.495,12.813188454038142,0.5847,0.8064,0.2133,0.9499,route,panel,colorblind,True,1.068,line_width,0.3533,opacity,0.5523,vibration_dist,0.7044
101,town02_three_parked,11,0.373,17.750856990161886,0.819,0.8989,0.1893,0.9393,route,panel,colorblind,True,1.053,line_width,0.2982,opacity,0.4913,vibration_dist,0.6945
101,town02_crash_veer_right,12,0.017,77.4654402449327,0.4128,0.2387,0.2476,0.9033,sound,windshield,colorblind,True,1.146,lateral_threshold,0.4701,cooldown,0.5036,volume,0.5815
101,town04_crossing_parked_plus_slow,13,0.546,11.231858072126855,0.4404,0.8122,0.3412,0.9256,arrow,windshield,colorblind,False,1.367,scale,0.4287,opacity,0.2493,vibration_dist,0.6961
101,town02_double_stagger,14,0.139,9.966355241275398,0.7553,0.668,0.3043,0.8935,arrow,windshield,colorblind,False,1.306,scale,0.4737,opacity,0.385,vibration_dist,0.4101
101,town02_crash_plus_slow_npc,15,0.046,75.57018983905375,0.6111,0.2034,0.0415,0.9041,arrow,windshield,colorblind,False,1.387,scale,0.6268,opacity,0.3458,vibration_dist,0.4396
101,town02_slow_npc,16,0.236,50.54337732458136,0.8279,0.7186,0.1301,0.8899,sound,windshield,RGB,True,1.505,lateral_threshold,0.5791,cooldown,0.5911,volume,0.9209
101,town01_crash_veer_left,17,0.134,39.398579445656424,0.7435,0.5366,0.0627,0.9512,arrow,windshield,RGB,True,1.417,scale,0.5346,opacity,0.48,vibration_dist,0.3114
101,town01_crash_with_parked,18,0.372,40.291484995212954,0.5937,0.69,0.1696,0.9559,sound,windshield,colorblind,False,1.125,lateral_threshold,0.5308,cooldown,0.2235,volume,0.9185
101,town02_crash_plus_slow_npc,19,0.302,56.16481229526257,0.7059,0.6012,0.1136,0.9534,sound,windshield,RGB,True,1.238,lateral_threshold,0.6815,cooldown,0.3356,volume,0.9241
