participant_number,scenario,iteration,driving_score,episode_loss,style_speed,style_efficiency,style_aggressiveness,style_comfort,gui_type,gui_location,gui_color,gui_vibration,gui_lag,gui_p0_name,gui_p0_val,gui_p1_name,gui_p1_val,gui_p2_name,gui_p2_val
8,town02_parked_right,0,0.409,31.657085152929994,0.734,0.6054,0.1751,0.9313,arrow,windshield,RGB,False,0.703,scale,0.1408,opacity,0.1856,vibration_dist,0.7393
8,town01_tight_gap,1,0.433,20.519386008042908,0.8061,0.7721,0.147,0.9165,arrow,windshield,RGB,True,1.728,scale,0.1315,opacity,0.2438,vibration_dist,0.5869
8,town01_crash_two_veers,2,0.358,41.86418245557161,0.7978,0.8632,0.1547,0.9353,arrow,panel,RGB,False,0.691,scale,0.6686,opacity,0.1522,vibration_dist,0.5299
8,town04_crossing_triple,3,0.288,13.133265900551805,0.6043,0.6336,0.2338,0.9221,arrow,panel,RGB,True,1.452,scale,0.5948,opacity,0.1596,vibration_dist,0.8506
8,town01_crash_with_parked,4,0.406,22.62266286945701,0.8041,0.8553,0.1616,0.9421,arrow,panel,RGB,False,1.705,scale,0.9957,opacity,0.0221,vibration_dist,0.7978
8,town02_crash_plus_slow_npc,5,0.0,30.47434506064531,0.8058,0.7574,0.2394,0.9257,arrow,windshield,RGB,False,0.853,scale,0.5461,opacity,0.5202,vibration_dist,0.9475
8,town04_crossing_triple,6,0.446,32.47110831513436,0.8601,0.8418,0.1531,0.9317,arrow,windshield,RGB,True,1.929,scale,0.8722,opacity,0.9049,vibration_dist,0.7036
8,town01_tight_gap,7,0.405,35.06947972138797,0.8679,0.7797,0.1148,0.9192,arrow,windshield,RGB,True,0.789,scale,0.1834,opacity,0.4534,vibration_dist,0.6668
8,town02_crash_veer_left,8,0.437,23.57824541451771,0.8202,0.7905,0.1977,0.908,arrow,windshield,RGB,True,0.618,scale,0.354,opacity,0.4598,vibration_dist,0.6103
8,town04_crossing_parked_plus_slow,9,0.418,35.684331888374956,0.874,0.8288,0.155,0.9479,arrow,panel,RGB,False,0.652,scale,0.6701,opacity,0.4232,vibration_dist,0.6862
8,town04_crossing_parked_plus_slow,10,0.276,21.789985521901695,0.769,0.8258,0.2123,0.9251,arrow,windshield,RGB,True,1.826,scale,0.6175,opacity,0.0518,vibration_dist,0.4211
8,town02_three_parked,11,0.472,25.991988601932025,0.78,0.842,0.2309,0.9374,arrow,panel,RGB,True,1.373,scale,0.6225,opacity,0.448,vibration_dist,0.3472
8,town02_crash_veer_right,12,0.44,22.627148245587797,0.785,0.8463,0.2269,0.9188,arrow,windshield,RGB,False,1.541,scale,0.7123,opacity,0.2933,vibration_dist,0.2927
8,town04_crossing_parked_plus_slow,13,0.274,27.537372483966504,0.7108,0.7872,0.185,0.939,arrow,panel,RGB,True,1.78,scale,0.4605,opacity,0.6971,vibration_dist,0.0858
8,town02_double_stagger,14,0.453,26.05305275011209,0.822,0.8,0.1885,0.9366,arrow,panel,RGB,False,0.98,scale,0.0562,opacity,0.5795,vibration_dist,0.0523
8,town02_crash_plus_slow_npc,15,0.419,36.39788181935068,0.7879,0.7449,0.1945,0.9364,arrow,panel,RGB,True,0.972,scale,0.4792,opacity,0.6051,vibration_dist,0.7054
8,town02_slow_npc,16,0.475,29.841388179750787,0.8131,0.7532,0.1953,0.935,arrow,panel,RGB,False,1.065,scale,0.1345,opacity,0.7407,vibration_dist,0.3131
8,town01_crash_veer_left,17,0.336,40.788212239989534,0.755,0.734,0.1424,0.9227,arrow,panel,RGB,False,0.658,scale,0.9684,opacity,0.942,vibration_dist,0.3772
8,town01_crash_with_parked,18,0.39,32.13952937486876,0.8348,0.8599,0.1404,0.933,arrow,panel,RGB,False,1.911,scale,0.1932,opacity,0.5764,vibration_dist,0.5836
8,town02_crash_plus_slow_npc,19,0.442,27.945522463131418,0.8152,0.8443,0.1896,0.9406,arrow,windshield,RGB,False,1.589,scale,0.4361,opacity,0.4916,vibration_dist,0.4363
