participant_number,scenario,iteration,driving_score,episode_loss,style_speed,style_efficiency,style_aggressiveness,style_comfort,gui_type,gui_location,gui_color,gui_vibration,gui_lag,gui_p0_name,gui_p0_val,gui_p1_name,gui_p1_val,gui_p2_name,gui_p2_val
3,town02_parked_right,0,0.581,14.084034047381392,0.6748,0.6708,0.2624,0.927,arrow,panel,RGB,True,1.536,scale,0.7729,opacity,0.4855,vibration_dist,0.0845
3,town01_tight_gap,1,0.469,17.76371072857908,0.6469,0.7296,0.2278,0.9343,arrow,windshield,RGB,True,1.914,scale,0.2722,opacity,0.1773,vibration_dist,0.7827
3,town01_crash_two_veers,2,0.351,13.564132377478632,0.5615,0.8412,0.1996,0.9509,arrow,panel,RGB,True,1.344,scale,0.9191,opacity,0.7993,vibration_dist,0.6577
3,town04_crossing_triple,3,0.519,17.041322228588477,0.6632,0.8159,0.1987,0.9492,arrow,windshield,RGB,False,0.635,scale,0.0632,opacity,0.2067,vibration_dist,0.7421
3,town01_crash_with_parked,4,0.375,7.18245854567225,0.5993,0.7936,0.2474,0.9344,arrow,windshield,RGB,True,0.869,scale,0.8942,opacity,0.8389,vibration_dist,0.9965
3,town02_crash_plus_slow_npc,5,0.402,8.39198170394981,0.7331,0.7956,0.2736,0.9172,arrow,windshield,RGB,False,1.973,scale,0.8976,opacity,0.3182,vibration_dist,0.9059
3,town04_crossing_triple,6,0.543,13.824282972221251,0.6232,0.834,0.2273,0.9402,arrow,panel,RGB,False,0.874,scale,0.4319,opacity,0.2862,vibration_dist,0.8888
3,town01_tight_gap,7,0.444,19.582271583678803,0.6868,0.7953,0.2149,0.9467,arrow,windshield,RGB,True,0.779,scale,0.5738,opacity,0.7602,vibration_dist,0.3027
3,town02_crash_veer_left,8,0.595,10.073415533490595,0.8035,0.7585,0.2556,0.9231,arrow,windshield,RGB,False,1.619,scale,0.9888,opacity,0.8233,vibration_dist,0.9201
3,town04_crossing_parked_plus_slow,9,0.368,17.922448221175653,0.6943,0.8072,0.2708,0.9408,arrow,panel,RGB,False,1.089,scale,0.2081,opacity,0.2624,vibration_dist,0.9179
3,town04_crossing_parked_plus_slow,10,0.491,14.027265177522375,0.5327,0.7863,0.3183,0.9314,arrow,windshield,RGB,False,0.938,scale,0.1385,opacity,0.0289,vibration_dist,0.668
3,town02_three_parked,11,0.325,11.868533299847485,0.644,0.8607,0.2432,0.9432,arrow,windshield,RGB,False,1.971,scale,0.3457,opacity,0.9849,vibration_dist,0.894
3,town02_crash_veer_right,12,0.473,24.679889771016956,0.7803,0.8302,0.2398,0.9279,arrow,panel,RGB,False,0.82,scale,0.6921,opacity,0.2255,vibration_dist,0.6516
3,town04_crossing_parked_plus_slow,13,0.529,12.559128422364426,0.6446,0.8087,0.2493,0.9308,arrow,windshield,RGB,False,1.843,scale,0.1852,opacity,0.6347,vibration_dist,0.5712
3,town02_double_stagger,14,0.582,12.977903005806525,0.7989,0.7815,0.2803,0.925,arrow,panel,RGB,False,1.818,scale,0.6236,opacity,0.1823,vibration_dist,0.997
3,town02_crash_plus_slow_npc,15,0.569,8.117165036841255,0.7982,0.8016,0.2774,0.9357,arrow,windshield,RGB,True,1.633,scale,0.3555,opacity,0.3373,vibration_dist,0.8324
3,town02_slow_npc,16,0.53,10.315008308081746,0.7825,0.8648,0.2522,0.9406,arrow,panel,RGB,False,1.621,scale,0.9927,opacity,0.2331,vibration_dist,0.652
3,town01_crash_veer_left,17,0.397,26.02088599784985,0.7489,0.8012,0.1881,0.943,arrow,panel,RGB,False,1.564,scale,0.7301,opacity,0.9831,vibration_dist,0.2041
3,town01_crash_with_parked,18,0.382,8.252610515083598,0.5617,0.8464,0.1885,0.9589,arrow,panel,RGB,False,1.0,scale,0.1171,opacity,0.7009,vibration_dist,0.8719
3,town02_crash_plus_slow_npc,19,0.391,8.576933013795752,0.6614,0.8168,0.2716,0.9433,arrow,windshield,RGB,False,1.841,scale,0.2455,opacity,0.9111,vibration_dist,0.5481
