participant_number,scenario,iteration,driving_score,episode_loss,style_speed,style_efficiency,style_aggressiveness,style_comfort,gui_type,gui_location,gui_color,gui_vibration,gui_lag,gui_p0_name,gui_p0_val,gui_p1_name,gui_p1_val,gui_p2_name,gui_p2_val
4,town02_parked_right,0,0.423,34.27251100035865,0.6637,0.4449,0.2489,0.9086,arrow,windshield,RGB,False,0.684,scale,0.7169,opacity,0.7173,vibration_dist,0.6298
4,town01_tight_gap,1,0.44,24.075594862124905,0.7884,0.8305,0.1868,0.9281,arrow,panel,RGB,True,1.327,scale,0.4125,opacity,0.5021,vibration_dist,0.9294
4,town01_crash_two_veers,2,0.341,23.634032176721774,0.7342,0.8552,0.1684,0.9391,arrow,panel,RGB,True,1.677,scale,0.6814,opacity,0.8762,vibration_dist,0.5519
4,town04_crossing_triple,3,0.407,31.355857920722492,0.7837,0.7779,0.192,0.9332,arrow,panel,RGB,True,1.106,scale,0.6396,opacity,0.5785,vibration_dist,0.7724
4,town01_crash_with_parked,4,0.392,22.843024139725987,0.7895,0.8164,0.1727,0.9472,arrow,panel,RGB,True,0.96,scale,0.9657,opacity,0.5757,vibration_dist,0.7655
4,town02_crash_plus_slow_npc,5,0.497,13.53603552725778,0.8231,0.8937,0.2073,0.9383,arrow,panel,RGB,True,1.427,scale,0.7327,opacity,0.5353,vibration_dist,0.8926
4,town04_crossing_triple,6,0.471,12.833156317752026,0.6782,0.8223,0.2156,0.9515,arrow,windshield,RGB,True,0.798,scale,0.1122,opacity,0.3103,vibration_dist,0.9177
4,town01_tight_gap,7,0.431,19.151467149344036,0.7422,0.8099,0.1936,0.9341,arrow,windshield,RGB,True,1.686,scale,0.5229,opacity,0.1385,vibration_dist,0.3413
4,town02_crash_veer_left,8,0.526,11.13310653541706,0.7784,0.8112,0.2207,0.9431,arrow,panel,RGB,True,0.827,scale,0.7974,opacity,0.9301,vibration_dist,0.4228
4,town04_crossing_parked_plus_slow,9,0.51,5.66695493183437,0.6265,0.8185,0.2305,0.949,arrow,panel,RGB,True,0.776,scale,0.077,opacity,0.1715,vibration_dist,0.0902
4,town04_crossing_parked_plus_slow,10,0.512,9.143543821027087,0.6069,0.7522,0.2332,0.9445,arrow,panel,RGB,True,0.607,scale,0.2084,opacity,0.874,vibration_dist,0.6881
4,town02_three_parked,11,0.423,10.298200980133407,0.7501,0.8656,0.2388,0.9333,arrow,windshield,RGB,False,1.049,scale,0.2348,opacity,0.623,vibration_dist,0.5044
4,town02_crash_veer_right,12,0.511,12.617650799312436,0.7582,0.8121,0.239,0.9448,arrow,panel,RGB,True,1.95,scale,0.4128,opacity,0.5903,vibration_dist,0.5564
4,town04_crossing_parked_plus_slow,13,0.481,9.75001038253298,0.6558,0.83,0.2147,0.9494,arrow,panel,RGB,True,1.445,scale,0.3629,opacity,0.007,vibration_dist,0.1708
4,town02_double_stagger,14,0.365,10.477420698360543,0.6679,0.6681,0.2176,0.9333,arrow,panel,RGB,True,1.281,scale,0.0377,opacity,0.4226,vibration_dist,0.4152
4,town02_crash_plus_slow_npc,15,0.456,6.307020455637287,0.7708,0.879,0.2561,0.9374,arrow,windshield,RGB,True,0.588,scale,0.4061,opacity,0.5319,vibration_dist,0.4079
4,town02_slow_npc,16,0.487,9.319626663707574,0.7402,0.8026,0.2738,0.9372,arrow,windshield,RGB,True,1.998,scale,0.2067,opacity,0.908,vibration_dist,0.5203
4,town01_crash_veer_left,17,0.284,17.775195146925753,0.7485,0.6821,0.1842,0.9273,arrow,windshield,RGB,False,1.781,scale,0.5822,opacity,0.9697,vibration_dist,0.925
4,town01_crash_with_parked,18,0.274,29.807672842895304,0.65,0.627,0.2266,0.9248,arrow,windshield,RGB,True,1.562,scale,0.93,opacity,0.9448,vibration_dist,0.288
4,town02_crash_plus_slow_npc,19,0.499,5.967925359503448,0.8009,0.851,0.2526,0.942,arrow,panel,RGB,True,1.646,scale,0.5008,opacity,0.9826,vibration_dist,0.6654
