participant_number,scenario,iteration,driving_score,episode_loss,style_speed,style_efficiency,style_aggressiveness,style_comfort,gui_type,gui_location,gui_color,gui_vibration,gui_lag,gui_p0_name,gui_p0_val,gui_p1_name,gui_p1_val,gui_p2_name,gui_p2_val
100,town02_parked_right,0,0.0,54.829285377540025,0.314,0.0036,0.0,0.9943,sound,panel,colorblind,True,0.978,lateral_threshold,0.6113,cooldown,0.4504,volume,0.552
100,town01_tight_gap,1,0.0,63.46899805903605,0.3141,0.0039,0.0,0.9948,arrow,panel,colorblind,False,1.079,scale,0.4245,opacity,0.5242,vibration_dist,0.5091
100,town01_crash_two_veers,2,0.001,98.30366750352951,0.4911,0.0136,0.0011,0.9935,sound,windshield,RGB,False,1.054,lateral_threshold,0.7912,cooldown,0.552,volume,0.361
100,town04_crossing_triple,3,0.108,46.77301149567217,0.6313,0.351,0.069,0.9475,arrow,windshield,RGB,False,1.055,scale,0.3466,opacity,0.7085,vibration_dist,0.4233
100,town01_crash_with_parked,4,0.544,42.01849735522288,0.5692,0.6177,0.1068,0.9446,sound,windshield,colorblind,True,1.127,lateral_threshold,0.7664,cooldown,0.5655,volume,0.4404
100,town02_crash_plus_slow_npc,5,0.312,54.34920354546481,0.8211,0.7076,0.0971,0.9545,arrow,windshield,colorblind,True,1.084,scale,0.232,opacity,0.7995,vibration_dist,0.2616
100,town04_crossing_triple,6,0.395,30.81638232048419,0.7836,0.7578,0.1977,0.9292,route,panel,colorblind,False,0.932,line_width,0.603,opacity,0.5397,vibration_dist,0.5686
100,town01_tight_gap,7,0.127,43.358497970875995,0.6042,0.1049,0.1752,0.889,sound,panel,colorblind,False,1.103,lateral_threshold,0.8584,cooldown,0.605,volume,0.4243
100,town02_crash_veer_left,8,0.448,20.29947935186472,0.5953,0.6221,0.3311,0.8942,route,windshield,colorblind,True,1.199,line_width,0.4154,opacity,0.8524,vibration_dist,0.4454
100,town04_crossing_parked_plus_slow,9,0.451,16.441243523078974,0.6863,0.832,0.1698,0.9486,route,windshield,colorblind,True,1.062,line_width,0.4332,opacity,0.6276,vibration_dist,0.372
100,town04_crossing_parked_plus_slow,10,0.48,13.180564176096743,0.407,0.7201,0.2793,0.9237,route,windshield,colorblind,True,1.146,line_width,0.3577,opacity,0.5054,vibration_dist,0.486
100,town02_three_parked,11,0.106,69.80074410341403,0.6646,0.3237,0.0537,0.949,route,windshield,colorblind,True,1.149,line_width,0.3252,opacity,0.5661,vibration_dist,0.3729
100,town02_crash_veer_right,12,0.354,41.659319328118805,0.7966,0.5989,0.1488,0.9272,arrow,panel,RGB,False,1.217,scale,0.3317,opacity,0.8996,vibration_dist,0.1356
100,town04_crossing_parked_plus_slow,13,0.101,85.97792378767171,0.3816,0.1818,0.1888,0.9092,sound,panel,RGB,False,1.005,lateral_threshold,0.8473,cooldown,0.4832,volume,0.3182
100,town02_double_stagger,14,0.148,40.800632855119865,0.5794,0.4281,0.2413,0.8983,sound,windshield,colorblind,True,1.151,lateral_threshold,0.9122,cooldown,0.4392,volume,0.2897
100,town02_crash_plus_slow_npc,15,0.0,24.50963045002216,0.5574,0.089,0.4016,0.8685,sound,panel,colorblind,False,0.913,lateral_threshold,0.9602,cooldown,0.4457,volume,0.1715
100,town02_slow_npc,16,0.0,67.9886083894544,0.3139,0.005,0.0,0.9928,sound,panel,RGB,False,1.15,lateral_threshold,0.9107,cooldown,0.4898,volume,0.1237
100,town01_crash_veer_left,17,0.347,35.89692971196122,0.6937,0.7714,0.1915,0.928,arrow,panel,colorblind,False,0.981,scale,0.3545,opacity,0.6149,vibration_dist,0.2726
100,town01_crash_with_parked,18,0.323,30.07517328177544,0.7099,0.8123,0.1702,0.9381,arrow,panel,colorblind,False,1.012,scale,0.1907,opacity,0.8121,vibration_dist,0.2044
100,town02_crash_plus_slow_npc,19,0.0,39.75863410128473,0.6917,0.422,0.3774,0.9127,arrow,panel,colorblind,False,0.853,scale,0.2659,opacity,1.0,vibration_dist,0.1029
