sim_time,x,y,speed,steer,throttle,style_scores,alert_state,alert_raw,alert_score
0.05,234.2699737548828,55.84001922607422,0.9800000190734863,-0.007171630859375,0.20000000298023224,"[0.6268119812011719, 0.24779999256134033, 0.0, 0.9428558349609375]","[0.0, 0.0, 4.261057711119065e-06, 4.966666892869398e-05, -0.01669049821794033, 1.0, 0.016333334147930145, 4.261057711119065e-06, 0.0, 0.0, -0.9999986290931702, -0.016283666715025902, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.9622420072555542, 0.0, 0.5928123593330383, 0.9585002064704895, 0.2552140951156616]",1.0
0.1,234.2699737548828,55.84001922607422,1.4700000286102295,-0.007171630859375,0.20000000298023224,"[0.6589679718017578, 0.3716000020503998, 0.0, 0.9659090638160706]","[0.0, 0.0, 4.261057711119065e-06, 4.966666892869398e-05, -0.01669049821794033, 1.0, 0.016333334147930145, 4.261057711119065e-06, 0.0, 0.0, -0.9999986290931702, -0.016283666715025902, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.9622420072555542, 0.0, 0.5928123593330383, 0.9585002064704895, 0.2552140951156616]",1.0
0.15000000000000002,234.2699737548828,55.84001922607422,1.9600000381469727,-0.007171630859375,0.20000000298023224,"[0.6911239624023438, 0.49549999833106995, 0.0, 0.9659090042114258]","[0.0, 0.0, 4.261057711119065e-06, 4.966666892869398e-05, -0.01669049821794033, 1.0, 0.016333334147930145, 4.261057711119065e-06, 0.0, 0.0, -0.9999986290931702, -0.016283666715025902, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.9622420072555542, 0.0, 0.5928123593330383, 0.9585002064704895, 0.2552140951156616]",1.0
0.2,234.2699737548828,55.84001922607422,1.125920057296753,-0.007171630859375,0.392852783203125,"[0.6363878846168518, 0.20819999277591705, 0.0, 0.5113636255264282]","[0.0, 0.0, 4.261057711119065e-06, 4.966666892869398e-05, -0.01669049821794033, 1.0, 0.016333334147930145, 4.261057711119065e-06, 0.0, 0.0, -0.9999986290931702, -0.016283666715025902, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.9622420072555542, 0.0, 0.5928123593330383, 0.9585002064704895, 0.2552140951156616]",1.0
0.25,234.2699737548828,55.84001922607422,0.5760599970817566,-0.007171630859375,0.55859375,"[0.6003036499023438, 0.07989999651908875, 0.0, 0.7075186371803284]","[0.0, 0.0, 4.261057711119065e-06, 4.966666892869398e-05, -0.01669049821794033, 1.0, 0.016333334147930145, 4.261057711119065e-06, 0.0, 0.0, -0.9999986290931702, -0.016283666715025902, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.9622420072555542, 0.0, 0.5928123593330383, 0.9585002064704895, 0.2552140951156616]",0.9771972033273825
0.3,234.2699737548828,55.84001922607422,0.2510800063610077,-0.007171630859375,0.6796875,"[0.5789769887924194, 0.02590000070631504, 0.0, 0.7614768147468567]","[0.0, 0.0, 4.261057711119065e-06, 4.966666892869398e-05, -0.01669049821794033, 1.0, 0.016333334147930145, 4.261057711119065e-06, 0.0, 0.0, -0.9999986290931702, -0.016283666715025902, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.9622420072555542, 0.0, 0.5928123593330383, 0.9585002064704895, 0.2552140951156616]",0.8886695961913557
0.35,234.2699737548828,55.84001922607422,0.06662999838590622,-0.007171630859375,0.73046875,"[0.5668725371360779, 0.005900000222027302, 0.0, 0.8470976948738098]","[0.0, 0.0, 4.261057711119065e-06, 4.966666892869398e-05, -0.01669049821794033, 1.0, 0.016333334147930145, 4.261057711119065e-06, 0.0, 0.0, -0.9999986290931702, -0.016283666715025902, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.9622420072555542, 0.0, 0.5928123593330383, 0.9585002064704895, 0.2552140951156616]",0.7733426702296371
0.39999999999999997,234.2699737548828,55.84001922607422,0.031599998474121094,-0.007171630859375,0.76171875,"[0.5645737648010254, 0.0024999999441206455, 0.0, 0.9168357253074646]","[0.0, 0.0, 4.261057711119065e-06, 4.966666892869398e-05, -0.01669049821794033, 1.0, 0.016333334147930145, 4.261057711119065e-06, 0.0, 0.0, -0.9999986290931702, -0.016283666715025902, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.9622420072555542, 0.0, 0.5928123593330383, 0.9585002064704895, 0.2552140951156616]",0.4473781674861792
0.44999999999999996,234.2699737548828,55.84001922607422,0.07818999886512756,-0.007171630859375,0.80859375,"[0.567631185054779, 0.004999999888241291, 0.0, 0.9467031955718994]","[0.0, 0.0, 4.261057711119065e-06, 4.966666892869398e-05, -0.01669049821794033, 1.0, 0.016333334147930145, 4.261057711119065e-06, 0.0, 0.0, -0.9999986290931702, -0.016283666715025902, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.9622420072555542, 0.0, 0.5928123593330383, 0.9585002064704895, 0.2552140951156616]",0.24415318782290307
0.49999999999999994,234.2699737548828,55.84001922607422,0.09489999711513519,-0.007171630859375,0.84765625,"[0.5687277317047119, 0.004800000227987766, 0.0, 0.9705612659454346]","[0.0, 0.0, 4.261057711119065e-06, 4.966666892869398e-05, -0.01669049821794033, 1.0, 0.016333334147930145, 4.261057711119065e-06, 0.0, 0.0, -0.9999986290931702, -0.016283666715025902, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.9622420072555542, 0.0, 0.5928123593330383, 0.9585002064704895, 0.2552140951156616]",0.02783972377475985
