participant_number,scenario,iteration,driving_score,episode_loss,style_speed,style_efficiency,style_aggressiveness,style_comfort,gui_type,gui_location,gui_color,gui_vibration,gui_lag,gui_p0_name,gui_p0_val,gui_p1_name,gui_p1_val,gui_p2_name,gui_p2_val
7,town02_parked_right,0,0.072,48.10254521066385,0.6062,0.5404,0.2427,0.9221,sound,panel,RGB,False,1.146,lateral_threshold,0.3335,cooldown,0.5457,volume,0.5464
7,town01_tight_gap,1,0.528,7.323544413465812,0.5384,0.3012,0.2756,0.9026,sound,panel,RGB,True,1.063,lateral_threshold,0.3621,cooldown,0.5582,volume,0.3619
7,town01_crash_two_veers,2,0.259,8.167707765613637,0.5852,0.4145,0.2475,0.8996,sound,windshield,RGB,True,1.114,lateral_threshold,0.2956,cooldown,0.5682,volume,0.3506
7,town04_crossing_triple,3,0.0,14.293881834240818,0.6858,0.6588,0.33,0.9061,arrow,windshield,RGB,False,1.136,scale,0.4173,opacity,0.3658,vibration_dist,0.5135
7,town01_crash_with_parked,4,0.282,16.61520107791876,0.6721,0.6591,0.1821,0.9244,arrow,panel,RGB,True,1.142,scale,0.4201,opacity,0.4028,vibration_dist,0.421
7,town02_crash_plus_slow_npc,5,0.405,9.444014404002433,0.7611,0.7807,0.2394,0.9349,arrow,panel,RGB,False,1.258,scale,0.4675,opacity,0.295,vibration_dist,0.3821
7,town04_crossing_triple,6,0.479,10.024730304565706,0.6071,0.674,0.2783,0.911,arrow,windshield,RGB,False,1.5,scale,0.5077,opacity,0.3063,vibration_dist,0.467
7,town01_tight_gap,7,0.43,10.123227471754609,0.6535,0.7765,0.2384,0.9151,route,panel,RGB,False,1.607,line_width,0.4903,opacity,0.6917,vibration_dist,0.6349
7,town02_crash_veer_left,8,0.437,5.323702856094388,0.7566,0.7917,0.2445,0.931,route,panel,colorblind,False,1.452,line_width,0.0777,opacity,0.6797,vibration_dist,0.6603
7,town04_crossing_parked_plus_slow,9,0.485,3.551602666988609,0.6182,0.7939,0.2234,0.9337,route,panel,colorblind,True,1.261,line_width,0.209,opacity,0.7628,vibration_dist,0.7432
7,town04_crossing_parked_plus_slow,10,0.49,2.236387997698583,0.6678,0.8258,0.2357,0.9345,route,panel,RGB,True,1.248,line_width,0.436,opacity,0.8427,vibration_dist,0.7121
7,town02_three_parked,11,0.418,9.265089608189667,0.6165,0.4122,0.3195,0.886,sound,panel,RGB,True,1.469,lateral_threshold,0.2321,cooldown,0.5623,volume,0.384
7,town02_crash_veer_right,12,0.424,10.067373739372272,0.7074,0.7617,0.2645,0.929,route,panel,colorblind,True,1.341,line_width,0.2912,opacity,0.7854,vibration_dist,0.7574
7,town04_crossing_parked_plus_slow,13,0.488,8.213028197533156,0.6904,0.8248,0.2011,0.9394,arrow,panel,colorblind,True,1.197,scale,0.3894,opacity,0.2351,vibration_dist,0.5469
7,town02_double_stagger,14,0.404,3.2034070508019794,0.6878,0.8495,0.2594,0.9433,route,windshield,colorblind,False,1.217,line_width,0.3098,opacity,0.7853,vibration_dist,0.7213
7,town02_crash_plus_slow_npc,15,0.472,14.513630939043685,0.7747,0.6147,0.266,0.8932,sound,panel,colorblind,False,1.204,lateral_threshold,0.3474,cooldown,0.5514,volume,0.5915
7,town02_slow_npc,16,0.404,3.9450018407812424,0.6834,0.7651,0.2602,0.9266,route,windshield,colorblind,False,1.176,line_width,0.3727,opacity,1.0,vibration_dist,0.7931
7,town01_crash_veer_left,17,0.347,8.535123520868822,0.6325,0.7704,0.2194,0.9231,route,windshield,colorblind,False,1.365,line_width,0.324,opacity,1.0,vibration_dist,0.7687
7,town01_crash_with_parked,18,0.058,6.426692340273401,0.5493,0.1078,0.3189,0.8592,route,windshield,colorblind,True,1.176,line_width,0.3531,opacity,0.7428,vibration_dist,0.7645
7,town02_crash_plus_slow_npc,19,0.428,11.085450382077516,0.8021,0.868,0.2233,0.935,arrow,windshield,colorblind,False,1.031,scale,0.5304,opacity,0.3628,vibration_dist,0.396
