actor_tag,actor_id,frame,sim_time,x,y,z,yaw_deg,speed_mps,yawrate_rps,throttle,brake,steer,reverse,gear,hand_brake,lane_id,offset_m,dist_left_m,dist_right_m,map
hero,132,155383,6880.074,24.525,248.000,0.018,0.001,4.263,-0.0001,0.000,0.000,0.000,0,1,0,-6,-0.034,1.716,1.784,Town06
npc,141,155383,6880.074,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155384,6880.146,24.828,248.000,0.018,0.001,4.155,0.0000,0.000,0.000,0.000,0,1,0,-6,-0.034,1.716,1.784,Town06
npc,141,155384,6880.146,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155385,6880.212,25.100,248.000,0.018,0.001,4.059,-0.0076,0.000,0.000,0.000,0,1,0,-6,-0.034,1.716,1.784,Town06
npc,141,155385,6880.212,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155386,6880.279,25.366,248.000,0.018,0.002,3.964,0.2314,0.000,0.000,0.000,0,1,0,-6,-0.034,1.716,1.784,Town06
npc,141,155386,6880.279,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155387,6880.363,25.695,248.000,0.018,-0.001,3.848,-0.2684,0.000,0.000,0.000,0,1,0,-6,-0.034,1.716,1.784,Town06
npc,141,155387,6880.363,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155388,6880.442,25.993,248.000,0.018,-0.001,3.743,-0.3513,0.000,0.000,0.000,0,1,0,-6,-0.035,1.715,1.785,Town06
npc,141,155388,6880.442,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155389,6880.520,26.282,248.000,0.018,-0.001,3.641,-0.3638,0.000,0.000,0.000,0,1,0,-6,-0.035,1.715,1.785,Town06
npc,141,155389,6880.520,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155390,6880.592,26.539,248.000,0.018,-0.001,3.552,-0.2251,0.000,0.000,0.000,0,1,0,-6,-0.035,1.715,1.785,Town06
npc,141,155390,6880.592,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155391,6880.669,26.807,248.000,0.018,-0.002,3.458,-0.3793,0.000,0.000,0.000,0,1,0,-6,-0.035,1.715,1.785,Town06
npc,141,155391,6880.669,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155392,6880.733,27.026,248.000,0.018,-0.000,3.381,0.2776,0.000,0.000,0.000,0,1,0,-6,-0.035,1.715,1.785,Town06
npc,141,155392,6880.733,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155393,6880.805,27.268,248.000,0.018,-0.000,3.297,0.2585,0.000,0.000,0.000,0,1,0,-6,-0.035,1.715,1.785,Town06
npc,141,155393,6880.805,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155394,6880.883,27.520,248.000,0.018,0.000,3.209,0.3899,0.000,0.000,0.000,0,1,0,-6,-0.035,1.715,1.785,Town06
npc,141,155394,6880.883,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155395,6880.953,27.743,248.000,0.018,-0.000,3.129,0.2045,0.000,0.000,0.000,0,1,0,-6,-0.035,1.715,1.785,Town06
npc,141,155395,6880.953,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155396,6881.032,27.987,248.000,0.018,0.000,3.045,0.4291,0.000,0.000,0.000,0,1,0,-6,-0.035,1.715,1.785,Town06
npc,141,155396,6881.032,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155397,6881.095,28.175,248.000,0.018,-0.002,2.978,-0.2292,0.000,0.000,0.000,0,1,0,-6,-0.035,1.715,1.785,Town06
npc,141,155397,6881.095,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155398,6881.166,28.383,248.000,0.018,-0.002,2.904,-0.2111,0.000,0.000,0.000,0,1,0,-6,-0.035,1.715,1.785,Town06
npc,141,155398,6881.166,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155399,6881.229,28.564,248.000,0.018,-0.000,2.841,0.2409,0.000,0.000,0.000,0,1,0,-6,-0.035,1.715,1.785,Town06
npc,141,155399,6881.229,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155400,6881.295,28.751,248.000,0.018,-0.003,2.776,-0.3539,0.000,0.000,0.000,0,1,0,-6,-0.035,1.715,1.785,Town06
npc,141,155400,6881.295,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155401,6881.370,28.954,248.000,0.018,-0.003,2.705,-0.3042,0.000,0.000,0.000,0,1,0,-6,-0.036,1.714,1.786,Town06
npc,141,155401,6881.370,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155402,6881.436,29.130,248.000,0.018,-0.000,2.643,0.3384,0.000,0.000,0.000,0,1,0,-6,-0.036,1.714,1.786,Town06
npc,141,155402,6881.436,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155403,6881.501,29.301,248.000,0.018,-0.003,2.583,-0.3128,0.000,0.000,0.000,0,1,0,-6,-0.036,1.714,1.786,Town06
npc,141,155403,6881.501,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155404,6881.563,29.460,248.000,0.019,-0.001,2.527,0.2149,0.000,0.000,0.000,0,1,0,-6,-0.036,1.714,1.786,Town06
npc,141,155404,6881.563,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155405,6881.636,29.641,248.000,0.019,-0.001,2.463,0.2611,0.000,0.000,0.000,0,1,0,-6,-0.036,1.714,1.786,Town06
npc,141,155405,6881.636,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155406,6881.720,29.843,248.000,0.019,-0.005,2.392,-0.2962,0.000,0.000,0.000,0,1,0,-6,-0.036,1.714,1.786,Town06
npc,141,155406,6881.720,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155407,6881.791,30.010,248.000,0.019,-0.005,2.333,-0.2005,0.000,0.000,0.000,0,1,0,-6,-0.036,1.714,1.786,Town06
npc,141,155407,6881.791,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155408,6881.857,30.164,248.000,0.019,-0.002,2.279,0.3625,0.000,0.000,0.000,0,1,0,-6,-0.036,1.714,1.786,Town06
npc,141,155408,6881.857,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155409,6881.937,30.344,248.000,0.019,-0.003,2.216,-0.2092,0.000,0.000,0.000,0,1,0,-6,-0.036,1.714,1.786,Town06
npc,141,155409,6881.937,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155410,6882.017,30.516,248.000,0.019,-0.004,2.156,-0.4538,0.000,0.000,0.000,0,1,0,-6,-0.036,1.714,1.786,Town06
npc,141,155410,6882.017,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155411,6882.074,30.639,248.000,0.019,-0.004,2.113,-0.3788,0.000,0.000,0.000,0,1,0,-6,-0.036,1.714,1.786,Town06
npc,141,155411,6882.074,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155412,6882.148,30.792,248.000,0.019,-0.003,2.059,-0.2771,0.000,0.000,0.000,0,1,0,-6,-0.036,1.714,1.786,Town06
npc,141,155412,6882.148,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155413,6882.210,30.919,248.000,0.019,-0.001,2.014,0.2123,0.000,0.000,0.000,0,1,0,-6,-0.036,1.714,1.786,Town06
npc,141,155413,6882.210,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155414,6882.290,31.078,248.000,0.019,-0.004,1.958,-0.2129,0.000,0.000,0.000,0,1,0,-6,-0.036,1.714,1.786,Town06
npc,141,155414,6882.290,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155415,6882.369,31.230,248.000,0.019,-0.005,1.905,-0.4487,0.000,0.000,0.000,0,1,0,-6,-0.036,1.714,1.786,Town06
npc,141,155415,6882.369,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155416,6882.443,31.368,248.000,0.019,-0.004,1.856,-0.2641,0.000,0.000,0.000,0,1,0,-6,-0.036,1.714,1.786,Town06
npc,141,155416,6882.443,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155417,6882.513,31.497,248.000,0.019,-0.004,1.810,-0.1910,0.000,0.000,0.000,0,1,0,-6,-0.036,1.714,1.786,Town06
npc,141,155417,6882.513,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155418,6882.585,31.625,248.000,0.019,-0.003,1.765,-0.2094,0.000,0.000,0.000,0,1,0,-6,-0.036,1.714,1.786,Town06
npc,141,155418,6882.585,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155419,6882.654,31.746,248.000,0.019,0.001,1.724,0.4608,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155419,6882.654,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155420,6882.725,31.867,248.000,0.019,0.000,1.681,0.2012,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155420,6882.725,20.000,251.600,-0.012,0.001,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155421,6882.799,31.989,248.000,0.019,-0.000,1.638,0.2884,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155421,6882.799,20.573,251.600,-0.011,0.001,7.761,-0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155422,6882.866,32.098,248.000,0.019,-0.004,1.600,-0.3715,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155422,6882.866,21.090,251.600,-0.011,0.001,7.698,-0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155423,6882.928,32.195,248.000,0.019,-0.002,1.565,0.1754,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155423,6882.928,21.566,251.600,-0.011,0.001,7.752,-0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155424,6882.989,32.290,248.000,0.019,-0.003,1.532,-0.1642,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155424,6882.989,22.039,251.600,-0.011,0.001,7.699,0.0000,0.000,0.000,0.000,0,0,0,-1,0.067,1.817,1.683,Town06
hero,132,155425,6883.059,32.395,248.000,0.019,0.000,1.496,0.4780,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155425,6883.059,22.577,251.600,-0.011,0.001,7.741,0.0000,0.000,0.000,0.000,0,0,0,-7,0.067,1.817,1.683,Town06
hero,132,155426,6883.128,32.497,248.000,0.019,-0.005,1.460,-0.4732,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155426,6883.128,23.112,251.600,-0.011,0.001,7.675,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.066,1.816,1.684,Town06
hero,132,155427,6883.204,32.606,248.000,0.019,-0.004,1.422,-0.3299,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155427,6883.204,23.691,251.600,-0.011,0.001,7.676,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.066,1.816,1.684,Town06
hero,132,155428,6883.267,32.695,248.000,0.019,-0.002,1.390,0.2601,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155428,6883.267,24.184,251.600,-0.011,0.001,7.728,0.0000,0.000,0.000,0.000,0,0,0,-7,0.066,1.816,1.684,Town06
hero,132,155429,6883.334,32.787,248.000,0.019,-0.005,1.358,-0.3765,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155429,6883.334,24.699,251.600,-0.011,0.001,7.665,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.066,1.816,1.684,Town06
hero,132,155430,6883.400,32.875,248.000,0.019,-0.004,1.327,0.2626,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155430,6883.400,25.201,251.600,-0.011,0.001,7.718,0.0000,0.000,0.000,0.000,0,0,0,-7,0.066,1.816,1.684,Town06
hero,132,155431,6883.466,32.961,248.000,0.019,-0.008,1.297,-0.3578,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155431,6883.466,25.711,251.600,-0.011,0.001,7.657,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.066,1.816,1.684,Town06
hero,132,155432,6883.542,33.058,248.000,0.019,-0.008,1.263,-0.3456,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155432,6883.542,26.292,251.600,-0.011,0.001,7.652,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.065,1.815,1.685,Town06
hero,132,155433,6883.623,33.159,248.000,0.019,-0.006,1.227,0.2212,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155433,6883.623,26.914,251.600,-0.011,0.001,7.703,0.0000,0.000,0.000,0.000,0,0,0,-7,0.065,1.815,1.685,Town06
hero,132,155434,6883.690,33.240,248.000,0.019,-0.009,1.199,-0.3931,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155434,6883.690,27.429,251.600,-0.011,0.001,7.639,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.065,1.815,1.685,Town06
hero,132,155435,6883.763,33.326,248.000,0.019,-0.009,1.168,-0.2589,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155435,6883.763,27.989,251.600,-0.011,0.001,7.640,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.065,1.815,1.685,Town06
hero,132,155436,6883.831,33.405,248.000,0.019,-0.004,1.141,0.4797,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155436,6883.831,28.511,251.600,-0.011,0.001,7.688,0.0000,0.000,0.000,0.000,0,0,0,-7,0.065,1.815,1.685,Town06
hero,132,155437,6883.904,33.487,248.000,0.019,-0.003,1.112,0.2756,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155437,6883.904,29.074,251.600,-0.011,0.001,7.683,0.0000,0.000,0.000,0.000,0,0,0,-7,0.064,1.814,1.686,Town06
hero,132,155438,6883.970,33.559,248.000,0.019,-0.006,1.087,-0.3259,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155438,6883.970,29.575,251.600,-0.011,0.001,7.623,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.064,1.814,1.686,Town06
hero,132,155439,6884.038,33.632,248.000,0.019,-0.002,1.061,0.4993,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155439,6884.038,30.097,251.600,-0.011,0.001,7.673,0.0000,0.000,0.000,0.000,0,0,0,-7,0.064,1.814,1.686,Town06
hero,132,155440,6884.124,33.722,248.000,0.019,-0.006,1.030,-0.4517,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155440,6884.124,30.755,251.600,-0.011,0.001,7.609,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.064,1.814,1.686,Town06
hero,132,155441,6884.189,33.789,248.000,0.019,-0.003,1.006,0.3089,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155441,6884.189,31.252,251.600,-0.011,0.001,7.664,0.0000,0.000,0.000,0.000,0,0,0,-7,0.064,1.814,1.686,Town06
hero,132,155442,6884.264,33.863,248.000,0.019,-0.003,0.980,0.3328,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155442,6884.264,31.824,251.600,-0.011,0.001,7.658,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.063,1.813,1.687,Town06
hero,132,155443,6884.341,33.937,248.000,0.019,-0.002,0.954,0.4007,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155443,6884.341,32.409,251.600,-0.011,0.001,7.653,0.0000,0.000,0.000,0.000,0,0,0,-7,0.063,1.813,1.687,Town06
hero,132,155444,6884.411,34.003,248.000,0.019,-0.003,0.931,0.1641,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155444,6884.411,32.945,251.600,-0.011,0.001,7.649,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.063,1.813,1.687,Town06
hero,132,155445,6884.482,34.068,248.000,0.019,-0.002,0.908,0.1829,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155445,6884.482,33.485,251.600,-0.011,0.001,7.644,0.0000,0.000,0.000,0.000,0,0,0,-7,0.063,1.813,1.687,Town06
hero,132,155446,6884.555,34.133,248.000,0.019,-0.002,0.885,0.2598,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155446,6884.555,34.041,251.600,-0.011,0.001,7.638,0.0000,0.000,0.000,0.000,0,0,0,-7,0.063,1.813,1.687,Town06
hero,132,155447,6884.626,34.195,248.000,0.019,-0.002,0.863,0.1734,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155447,6884.626,34.578,251.600,-0.011,0.001,7.634,0.0000,0.000,0.000,0.000,0,0,0,-7,0.063,1.813,1.687,Town06
hero,132,155448,6884.717,34.272,248.000,0.019,-0.002,0.836,0.2653,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155448,6884.717,35.272,251.600,-0.011,0.001,7.627,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.062,1.812,1.688,Town06
hero,132,155449,6884.780,34.324,248.000,0.019,-0.004,0.818,-0.2247,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155449,6884.780,35.750,251.600,-0.011,0.001,7.571,0.0000,0.000,0.000,0.000,0,0,0,-7,0.062,1.812,1.688,Town06
hero,132,155450,6884.860,34.389,248.000,0.019,-0.002,0.795,0.2072,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155450,6884.860,36.362,251.600,-0.011,0.001,7.618,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.062,1.812,1.688,Town06
hero,132,155451,6884.928,34.442,248.000,0.019,-0.006,0.777,-0.4848,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155451,6884.928,36.874,251.600,-0.011,0.001,7.553,0.0000,0.000,0.000,0.000,0,0,0,-7,0.062,1.812,1.688,Town06
hero,132,155452,6885.033,34.518,248.000,0.019,-0.006,0.751,-0.5733,0.000,0.000,0.000,0,1,0,-6,-0.037,1.713,1.787,Town06
npc,141,155452,6885.033,37.632,251.600,-0.011,0.001,7.541,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.061,1.811,1.689,Town06
hero,132,155453,6885.126,34.587,248.000,0.019,-0.006,0.726,-0.3903,0.000,0.000,0.000,0,1,0,-6,-0.038,1.712,1.788,Town06
npc,141,155453,6885.126,38.337,251.600,-0.011,0.001,7.544,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.061,1.811,1.689,Town06
hero,132,155454,6885.235,34.658,248.000,0.019,-0.006,0.702,-0.5756,0.000,0.000,0.000,0,1,0,-6,-0.038,1.712,1.788,Town06
npc,141,155454,6885.235,39.093,251.600,-0.011,0.001,7.528,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.061,1.811,1.689,Town06
hero,132,155455,6885.310,34.708,248.000,0.019,-0.006,0.647,-0.7227,0.200,0.000,0.000,0,1,0,-6,-0.038,1.712,1.788,Town06
npc,141,155455,6885.310,39.658,251.600,-0.011,0.001,7.531,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.061,1.811,1.689,Town06
hero,132,155456,6885.375,34.749,248.000,0.019,-0.002,0.636,0.4938,0.500,0.000,0.000,0,1,0,-6,-0.038,1.712,1.788,Town06
npc,141,155456,6885.375,40.150,251.600,-0.011,0.001,7.583,0.0000,0.000,0.000,0.000,0,0,0,-7,0.061,1.811,1.689,Town06
hero,132,155457,6885.437,34.789,248.000,0.019,-0.009,0.652,-0.0459,0.700,0.000,0.000,0,1,0,-6,-0.038,1.712,1.788,Town06
npc,141,155457,6885.437,40.622,251.600,-0.011,0.001,7.528,0.0000,0.000,0.000,0.000,0,0,0,-7,0.060,1.810,1.690,Town06
hero,132,155458,6885.525,34.855,248.000,0.019,-0.007,0.852,-0.5187,1.000,0.000,0.000,0,1,0,-6,-0.038,1.712,1.788,Town06
npc,141,155458,6885.525,41.286,251.600,-0.011,0.001,7.572,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.060,1.810,1.690,Town06
hero,132,155459,6885.599,34.925,248.000,0.019,-0.011,1.048,0.4071,1.000,0.000,0.000,0,1,0,-6,-0.038,1.712,1.788,Town06
npc,141,155459,6885.599,41.844,251.600,-0.011,0.001,7.568,0.0000,0.000,0.000,0.000,0,0,0,-7,0.060,1.810,1.690,Town06
hero,132,155460,6885.679,35.020,248.000,0.020,-0.011,1.304,-0.0633,1.000,0.000,0.000,0,1,0,-6,-0.038,1.712,1.788,Town06
npc,141,155460,6885.679,42.446,251.600,-0.011,0.001,7.561,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.060,1.810,1.690,Town06
hero,132,155461,6885.760,35.138,248.000,0.020,-0.009,1.618,-0.0830,1.000,0.000,0.000,0,1,0,-6,-0.038,1.712,1.788,Town06
npc,141,155461,6885.760,43.052,251.600,-0.011,0.001,7.505,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.060,1.810,1.690,Town06
hero,132,155462,6885.841,35.283,248.000,0.020,0.002,1.919,0.1540,1.000,0.000,0.000,0,1,0,-6,-0.038,1.712,1.788,Town06
npc,141,155462,6885.841,43.663,251.600,-0.011,0.001,7.551,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.059,1.809,1.691,Town06
hero,132,155463,6885.921,35.451,248.000,0.020,0.006,2.187,-0.0078,0.100,0.000,0.000,0,1,0,-6,-0.038,1.712,1.788,Town06
npc,141,155463,6885.921,44.271,251.600,-0.011,0.001,7.494,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.059,1.809,1.691,Town06
hero,132,155464,6885.996,35.619,248.000,0.020,0.006,2.296,0.0002,0.200,0.000,0.000,0,1,0,-6,-0.038,1.712,1.788,Town06
npc,141,155464,6885.996,44.830,251.600,-0.011,0.001,7.485,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.059,1.809,1.691,Town06
hero,132,155465,6886.075,35.802,248.000,0.020,0.006,2.324,0.0319,0.100,0.000,0.000,0,1,0,-6,-0.038,1.712,1.788,Town06
npc,141,155465,6886.075,45.424,251.600,-0.011,0.001,7.472,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.059,1.809,1.691,Town06
hero,132,155466,6886.149,35.976,248.000,0.020,0.007,2.349,0.0009,0.000,0.000,0.000,0,1,0,-6,-0.038,1.712,1.788,Town06
npc,141,155466,6886.149,45.982,251.600,-0.011,0.001,7.474,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.059,1.809,1.691,Town06
hero,132,155467,6886.253,36.207,248.000,0.019,0.006,2.290,-0.0072,0.400,0.000,0.000,0,1,0,-6,-0.038,1.712,1.788,Town06
npc,141,155467,6886.253,46.732,251.600,-0.011,0.001,7.458,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.058,1.808,1.692,Town06
hero,132,155468,6886.331,36.387,248.000,0.019,0.006,2.325,-0.0004,0.800,0.000,0.000,0,1,0,-6,-0.038,1.712,1.788,Town06
npc,141,155468,6886.331,47.319,251.600,-0.011,0.001,7.455,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.058,1.808,1.692,Town06
hero,132,155469,6886.408,36.570,248.000,0.019,0.005,2.416,-0.0097,0.200,0.000,0.000,0,1,0,-6,-0.038,1.712,1.788,Town06
npc,141,155469,6886.408,47.896,251.600,-0.011,0.001,7.452,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.058,1.808,1.692,Town06
hero,132,155470,6886.485,36.756,248.000,0.019,0.005,2.479,-0.0005,0.600,0.000,0.000,0,1,0,-6,-0.039,1.711,1.789,Town06
npc,141,155470,6886.485,48.465,251.600,-0.011,0.001,7.448,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.058,1.808,1.692,Town06
hero,132,155471,6886.562,36.951,248.000,0.019,0.005,2.593,-0.0001,1.000,0.000,0.000,0,1,0,-6,-0.039,1.711,1.789,Town06
npc,141,155471,6886.562,49.042,251.600,-0.011,0.001,7.442,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.058,1.808,1.692,Town06
hero,132,155472,6886.644,37.175,248.000,0.019,0.005,2.817,0.0004,1.000,0.000,0.000,0,1,0,-6,-0.039,1.711,1.789,Town06
npc,141,155472,6886.644,49.658,251.600,-0.011,0.001,7.497,0.0000,0.000,0.000,0.000,0,0,0,-7,0.057,1.807,1.693,Town06
