actor_tag,actor_id,frame,sim_time,x,y,z,yaw_deg,speed_mps,yawrate_rps,throttle,brake,steer,reverse,gear,hand_brake,lane_id,offset_m,dist_left_m,dist_right_m,map
hero,132,155473,6886.753,37.474,248.000,0.020,0.005,3.146,0.0002,1.000,0.000,0.000,0,1,0,-6,-0.039,1.711,1.789,Town06
npc,141,155473,6886.753,50.404,251.600,-0.011,0.001,7.489,0.0000,0.000,0.000,0.000,0,0,0,-7,0.057,1.807,1.693,Town06
hero,132,155474,6886.839,37.763,248.000,0.020,0.005,3.507,0.0003,1.000,0.000,0.000,0,1,0,-6,-0.039,1.711,1.789,Town06
npc,141,155474,6886.839,51.049,251.600,-0.011,0.001,7.423,0.0000,0.000,0.000,0.000,0,0,0,-7,0.057,1.807,1.693,Town06
hero,132,155475,6886.924,38.076,248.000,0.020,0.006,3.875,0.0046,1.000,0.000,0.000,0,1,0,-6,-0.039,1.711,1.789,Town06
npc,141,155475,6886.924,51.677,251.600,-0.011,0.001,7.478,0.0000,0.000,0.000,0.000,0,0,0,-7,0.057,1.807,1.693,Town06
hero,132,155476,6887.002,38.393,248.000,0.021,0.006,4.175,0.0006,0.000,0.000,0.000,0,1,0,-6,-0.039,1.711,1.789,Town06
npc,141,155476,6887.002,52.260,251.600,-0.011,0.001,7.472,0.0000,0.000,0.000,0.000,0,0,0,-7,0.056,1.806,1.694,Town06
hero,132,155477,6887.082,38.735,248.000,0.020,0.006,4.329,0.0002,0.500,0.000,0.000,0,1,0,-6,-0.039,1.711,1.789,Town06
npc,141,155477,6887.082,52.856,251.600,-0.011,0.001,7.416,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.056,1.806,1.694,Town06
hero,132,155478,6887.168,39.115,248.000,0.020,0.006,4.481,0.0001,0.900,0.000,0.000,0,1,0,-6,-0.039,1.711,1.789,Town06
npc,141,155478,6887.168,53.497,251.600,-0.011,0.001,7.461,0.0000,0.000,0.000,0.000,0,0,0,-7,0.056,1.806,1.694,Town06
hero,132,155479,6887.241,39.449,248.000,0.020,0.007,4.695,0.0014,1.000,0.000,0.000,0,1,0,-6,-0.039,1.711,1.789,Town06
npc,141,155479,6887.241,54.036,251.600,-0.011,0.001,7.457,0.0000,0.000,0.000,0.000,0,0,0,-7,0.056,1.806,1.694,Town06
hero,132,155480,6887.321,39.842,248.000,0.020,0.007,5.027,0.0019,1.000,0.000,0.000,0,1,0,-6,-0.040,1.710,1.790,Town06
npc,141,155480,6887.321,54.636,251.600,-0.011,0.001,7.399,0.0000,0.000,0.000,0.000,0,0,0,-7,0.056,1.806,1.694,Town06
hero,132,155481,6887.394,40.220,248.000,0.021,0.007,5.353,0.0151,1.000,0.000,0.000,0,1,0,-6,-0.040,1.710,1.790,Town06
npc,141,155481,6887.394,55.174,251.600,-0.011,0.001,7.393,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.055,1.805,1.695,Town06
hero,132,155482,6887.479,40.677,248.000,0.020,0.008,5.436,0.0058,0.300,0.000,0.000,0,1,0,-6,-0.040,1.710,1.790,Town06
npc,141,155482,6887.479,55.803,251.600,-0.011,0.001,7.441,0.0000,0.000,0.000,0.000,0,0,0,-7,0.055,1.805,1.695,Town06
hero,132,155483,6887.554,41.090,248.000,0.020,0.008,5.502,0.0016,0.100,0.000,0.000,0,1,0,-6,-0.040,1.710,1.790,Town06
npc,141,155483,6887.554,56.359,251.600,-0.011,0.001,7.436,0.0000,0.000,0.000,0.000,0,0,0,-7,0.055,1.805,1.695,Town06
hero,132,155484,6887.649,41.614,248.000,0.020,0.008,5.501,-0.0001,0.500,0.000,0.000,0,1,0,-6,-0.040,1.710,1.790,Town06
npc,141,155484,6887.649,57.062,251.600,-0.011,0.001,7.429,0.0000,0.000,0.000,0.000,0,0,0,-7,0.055,1.805,1.695,Town06
hero,132,155485,6887.713,41.972,248.000,0.019,0.007,5.586,-0.0405,0.900,0.000,0.000,0,1,0,-6,-0.040,1.710,1.790,Town06
npc,141,155485,6887.713,57.539,251.600,-0.011,0.001,7.369,0.0000,0.000,0.000,0.000,0,0,0,-7,0.055,1.805,1.695,Town06
hero,132,155486,6887.801,42.468,248.000,0.019,0.005,5.676,-0.0090,0.300,0.000,0.000,0,1,0,-6,-0.040,1.710,1.790,Town06
npc,141,155486,6887.801,58.190,251.600,-0.011,0.001,7.419,0.0000,0.000,0.000,0.000,0,0,0,-7,0.054,1.804,1.696,Town06
hero,132,155487,6887.885,42.949,248.000,0.019,0.001,5.839,-0.3296,0.700,0.000,0.000,0,1,0,-6,-0.040,1.710,1.790,Town06
npc,141,155487,6887.885,58.807,251.600,-0.011,0.001,7.357,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.054,1.804,1.696,Town06
hero,132,155488,6887.969,43.450,248.000,0.020,-0.008,6.038,-0.1382,1.000,0.000,0.000,0,1,0,-6,-0.040,1.710,1.790,Town06
npc,141,155488,6887.969,59.430,251.600,-0.011,0.001,7.408,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.054,1.804,1.696,Town06
hero,132,155489,6888.039,43.883,248.000,0.020,-0.011,6.415,-1.1307,1.000,0.000,0.000,0,1,0,-6,-0.040,1.710,1.790,Town06
npc,141,155489,6888.039,59.942,251.600,-0.011,0.001,7.338,0.0000,0.000,0.000,0.000,0,0,0,-7,0.054,1.804,1.696,Town06
hero,132,155490,6888.109,44.340,248.000,0.020,-0.010,6.548,0.0138,1.000,0.000,0.000,0,1,0,-6,-0.041,1.709,1.791,Town06
npc,141,155490,6888.109,60.464,251.600,-0.011,0.001,7.347,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.054,1.804,1.696,Town06
hero,132,155491,6888.197,44.916,248.000,0.020,-0.009,6.804,-0.0066,0.000,0.000,0.000,0,0,0,-6,-0.041,1.709,1.791,Town06
npc,141,155491,6888.197,61.112,251.600,-0.011,0.001,7.392,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.053,1.803,1.697,Town06
hero,132,155492,6888.268,45.405,248.000,0.020,-0.009,7.045,0.0570,0.300,0.000,0.000,0,2,0,-6,-0.041,1.709,1.791,Town06
npc,141,155492,6888.268,61.629,251.600,-0.011,0.001,7.389,0.0000,0.000,0.000,0.000,0,0,0,-7,0.053,1.803,1.697,Town06
hero,132,155493,6888.360,46.065,248.000,0.020,-0.009,7.221,0.0006,0.700,0.000,0.000,0,2,0,-6,-0.042,1.708,1.792,Town06
npc,141,155493,6888.360,62.307,251.600,-0.011,0.001,7.382,0.0000,0.000,0.000,0.000,0,0,0,-7,0.053,1.803,1.697,Town06
hero,132,155494,6888.451,46.737,247.999,0.020,-0.009,7.409,-0.0010,1.000,0.000,0.000,0,2,0,-6,-0.042,1.708,1.792,Town06
npc,141,155494,6888.451,62.981,251.600,-0.011,0.001,7.376,0.0000,0.000,0.000,0.000,0,0,0,-7,0.053,1.803,1.697,Town06
hero,132,155495,6888.558,47.493,247.999,0.020,-0.009,7.669,0.0001,1.000,0.000,0.000,0,2,0,-6,-0.043,1.707,1.793,Town06
npc,141,155495,6888.558,63.714,251.600,-0.011,0.001,7.368,0.0000,0.000,0.000,0.000,0,0,0,-7,0.053,1.803,1.697,Town06
hero,132,155496,6888.624,48.009,247.999,0.020,-0.009,7.932,0.0003,1.000,0.000,0.000,0,2,0,-6,-0.043,1.707,1.793,Town06
npc,141,155496,6888.624,64.199,251.600,-0.011,0.001,7.306,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.052,1.802,1.698,Town06
hero,132,155497,6888.710,48.700,247.999,0.020,-0.009,8.222,0.0005,1.000,0.000,0.000,0,2,0,-6,-0.043,1.707,1.793,Town06
npc,141,155497,6888.710,64.825,251.600,-0.011,0.001,7.359,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.052,1.802,1.698,Town06
hero,132,155498,6888.798,49.449,247.999,0.020,-0.009,8.589,-0.0021,1.000,0.000,0.000,0,2,0,-6,-0.044,1.706,1.794,Town06
npc,141,155498,6888.798,65.476,251.600,-0.011,0.001,7.288,0.0000,0.000,0.000,0.000,0,0,0,-7,0.052,1.802,1.698,Town06
hero,132,155499,6888.878,50.143,247.999,0.021,-0.009,8.909,-0.0007,1.000,0.000,0.000,0,2,0,-6,-0.044,1.706,1.794,Town06
npc,141,155499,6888.878,66.056,251.600,-0.011,0.001,7.282,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.052,1.802,1.698,Town06
hero,132,155500,6888.955,50.845,247.998,0.021,-0.009,9.240,0.0003,1.000,0.000,0.000,0,2,0,-6,-0.044,1.706,1.794,Town06
npc,141,155500,6888.955,66.621,251.600,-0.011,0.001,7.280,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.052,1.802,1.698,Town06
hero,132,155501,6889.057,51.788,247.998,0.021,-0.009,9.575,0.0006,0.300,0.000,0.000,0,2,0,-6,-0.045,1.705,1.795,Town06
npc,141,155501,6889.057,67.352,251.600,-0.011,0.001,7.269,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.051,1.801,1.699,Town06
hero,132,155502,6889.157,52.755,247.998,0.020,-0.009,9.757,0.0004,0.800,0.000,0.000,0,2,0,-6,-0.046,1.704,1.796,Town06
npc,141,155502,6889.157,68.082,251.600,-0.011,0.001,7.262,0.0000,0.000,0.000,0.000,0,0,0,-7,0.051,1.801,1.699,Town06
hero,132,155503,6889.222,53.396,247.998,0.020,-0.009,9.900,0.0004,1.000,0.000,0.000,0,2,0,-6,-0.046,1.704,1.796,Town06
npc,141,155503,6889.222,68.557,251.600,-0.011,0.001,7.325,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.051,1.801,1.699,Town06
hero,132,155504,6889.309,54.265,247.998,0.020,-0.009,10.131,0.0004,0.200,0.000,0.000,0,2,0,-6,-0.046,1.704,1.796,Town06
npc,141,155504,6889.309,69.189,251.600,-0.011,0.001,7.257,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.051,1.801,1.699,Town06
hero,132,155505,6889.391,55.102,247.998,0.020,-0.009,10.218,0.0002,0.300,0.000,0.000,0,2,0,-6,-0.047,1.703,1.797,Town06
npc,141,155505,6889.391,69.788,251.600,-0.011,0.001,7.314,0.0000,0.000,0.000,0.000,0,0,0,-7,0.050,1.800,1.700,Town06
hero,132,155506,6889.472,55.935,247.997,0.020,-0.009,10.293,-0.0015,0.700,0.000,0.000,0,2,0,-6,-0.047,1.703,1.797,Town06
npc,141,155506,6889.472,70.379,251.600,-0.011,0.001,7.254,0.0000,0.000,0.000,0.000,0,0,0,-7,0.050,1.800,1.700,Town06
hero,132,155507,6889.566,56.898,247.997,0.020,-0.009,10.358,-0.0003,0.200,0.000,0.000,0,2,0,-6,-0.048,1.702,1.798,Town06
npc,141,155507,6889.566,71.057,251.600,-0.011,0.001,7.244,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.050,1.800,1.700,Town06
hero,132,155508,6889.654,57.813,247.997,0.019,-0.009,10.360,-0.0001,0.700,0.000,0.000,0,2,0,-6,-0.048,1.702,1.798,Town06
npc,141,155508,6889.654,71.699,251.600,-0.011,0.001,7.296,0.0000,0.000,0.000,0.000,0,0,0,-7,0.050,1.800,1.700,Town06
hero,132,155509,6889.756,58.855,247.997,0.019,-0.008,10.484,0.0079,1.000,0.000,0.000,0,2,0,-6,-0.049,1.701,1.799,Town06
npc,141,155509,6889.756,72.425,251.600,-0.011,0.001,7.289,0.0000,0.000,0.000,0.000,0,0,0,-7,0.050,1.800,1.700,Town06
hero,132,155510,6889.825,59.585,247.997,0.020,-0.008,10.684,0.0009,1.000,0.000,0.000,0,2,0,-6,-0.049,1.701,1.799,Town06
npc,141,155510,6889.825,72.925,251.600,-0.011,0.001,7.220,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.049,1.799,1.701,Town06
hero,132,155511,6889.911,60.511,247.997,0.020,-0.007,10.971,0.0007,1.000,0.000,0.000,0,2,0,-6,-0.050,1.700,1.800,Town06
npc,141,155511,6889.911,73.545,251.600,-0.011,0.001,7.279,0.0000,0.000,0.000,0.000,0,0,0,-7,0.049,1.799,1.701,Town06
hero,132,155512,6889.992,61.418,247.996,0.020,-0.007,11.258,0.0006,0.000,0.000,0.000,0,2,0,-6,-0.050,1.700,1.800,Town06
npc,141,155512,6889.992,74.134,251.600,-0.011,0.001,7.220,0.0000,0.000,0.000,0.000,0,0,0,-7,0.049,1.799,1.701,Town06
hero,132,155513,6890.078,62.386,247.996,0.020,-0.008,11.339,-0.0283,0.000,0.000,0.000,0,2,0,-6,-0.051,1.699,1.801,Town06
npc,141,155513,6890.078,74.754,251.600,-0.011,0.001,7.268,0.0000,0.000,0.000,0.000,0,0,0,-7,0.049,1.799,1.701,Town06
hero,132,155514,6890.147,63.165,247.996,0.020,-0.009,11.324,-0.0111,0.000,0.000,0.000,0,2,0,-6,-0.051,1.699,1.801,Town06
npc,141,155514,6890.147,75.251,251.600,-0.011,0.001,7.199,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.049,1.799,1.701,Town06
hero,132,155515,6890.243,64.249,247.996,0.019,-0.008,11.234,0.0137,0.000,0.000,0.000,0,2,0,-6,-0.052,1.698,1.802,Town06
npc,141,155515,6890.243,75.946,251.600,-0.011,0.001,7.195,0.0000,0.000,0.000,0.000,0,0,0,-7,0.048,1.798,1.702,Town06
hero,132,155516,6890.319,65.107,247.996,0.019,-0.008,11.142,0.0048,0.000,0.000,0.000,0,2,0,-6,-0.052,1.698,1.802,Town06
npc,141,155516,6890.319,76.500,251.600,-0.011,0.001,7.191,0.0000,0.000,0.000,0.000,0,0,0,-7,0.048,1.798,1.702,Town06
hero,132,155517,6890.405,66.049,247.996,0.019,-0.007,11.020,0.0013,0.000,0.000,0.000,0,2,0,-6,-0.052,1.698,1.802,Town06
npc,141,155517,6890.405,77.115,251.600,-0.011,0.001,7.247,0.0000,0.000,0.000,0.000,0,0,0,-7,0.048,1.798,1.702,Town06
hero,132,155518,6890.510,67.145,247.995,0.019,-0.007,10.882,0.0001,0.000,0.000,0.000,0,2,0,-6,-0.053,1.697,1.803,Town06
npc,141,155518,6890.510,77.836,251.600,-0.011,0.001,7.239,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.048,1.798,1.702,Town06
hero,132,155519,6890.571,67.801,247.995,0.019,-0.007,10.818,-0.0000,0.000,0.000,0.000,0,2,0,-6,-0.053,1.697,1.803,Town06
npc,141,155519,6890.571,78.272,251.600,-0.011,0.001,7.187,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.048,1.798,1.702,Town06
hero,132,155520,6890.655,68.699,247.995,0.018,-0.007,10.696,-0.0002,0.000,0.000,0.000,0,2,0,-6,-0.054,1.696,1.804,Town06
npc,141,155520,6890.655,78.874,251.600,-0.011,0.001,7.231,0.0000,0.000,0.000,0.000,0,0,0,-7,0.047,1.797,1.703,Town06
hero,132,155521,6890.748,69.698,247.995,0.018,-0.007,10.570,-0.0001,0.000,0.000,0.000,0,2,0,-6,-0.054,1.696,1.804,Town06
npc,141,155521,6890.748,79.551,251.600,-0.011,0.001,7.225,0.0000,0.000,0.000,0.000,0,0,0,-7,0.047,1.797,1.703,Town06
hero,132,155522,6890.854,70.748,247.995,0.018,-0.007,10.432,-0.0003,0.000,0.000,0.000,0,2,0,-6,-0.055,1.695,1.805,Town06
npc,141,155522,6890.854,80.269,251.600,-0.011,0.001,7.217,0.0000,0.000,0.000,0.000,0,0,0,-7,0.047,1.797,1.703,Town06
hero,132,155523,6890.930,71.538,247.995,0.018,-0.007,10.336,-0.0003,0.000,0.000,0.000,0,2,0,-6,-0.055,1.695,1.805,Town06
npc,141,155523,6890.930,80.815,251.600,-0.011,0.001,7.213,0.0000,0.000,0.000,0.000,0,0,0,-7,0.047,1.797,1.703,Town06
hero,132,155524,6891.009,72.346,247.994,0.018,-0.007,10.232,-0.0003,0.000,0.000,0.000,0,2,0,-6,-0.056,1.694,1.806,Town06
npc,141,155524,6891.009,81.379,251.600,-0.011,0.001,7.207,0.0000,0.000,0.000,0.000,0,0,0,-7,0.047,1.797,1.703,Town06
hero,132,155525,6891.087,73.146,247.994,0.018,-0.007,10.130,-0.0002,0.000,0.000,0.000,0,2,0,-6,-0.056,1.694,1.806,Town06
npc,141,155525,6891.087,81.943,251.600,-0.011,0.001,7.202,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.046,1.796,1.704,Town06
hero,132,155526,6891.169,73.969,247.994,0.019,-0.007,10.047,-0.0002,0.000,0.000,0.000,0,2,0,-6,-0.057,1.693,1.807,Town06
npc,141,155526,6891.169,82.528,251.600,-0.011,0.001,7.142,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.046,1.796,1.704,Town06
hero,132,155527,6891.251,74.788,247.994,0.019,-0.007,9.931,-0.0002,0.000,0.000,0.000,0,2,0,-6,-0.057,1.693,1.807,Town06
npc,141,155527,6891.251,83.116,251.600,-0.011,0.001,7.193,0.0000,0.000,0.000,0.000,0,0,0,-7,0.046,1.796,1.704,Town06
hero,132,155528,6891.329,75.559,247.994,0.019,-0.007,9.827,-0.0003,0.000,0.000,0.000,0,2,0,-6,-0.058,1.692,1.808,Town06
npc,141,155528,6891.329,83.675,251.600,-0.011,0.001,7.186,0.0000,0.000,0.000,0.000,0,0,0,-7,0.046,1.796,1.704,Town06
hero,132,155529,6891.411,76.355,247.994,0.019,-0.007,9.747,-0.0002,0.000,0.000,0.000,0,2,0,-6,-0.058,1.692,1.808,Town06
npc,141,155529,6891.411,84.256,251.600,-0.011,0.001,7.127,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.046,1.796,1.704,Town06
hero,132,155530,6891.495,77.169,247.993,0.019,-0.007,9.627,-0.0003,0.000,0.000,0.000,0,2,0,-6,-0.059,1.691,1.809,Town06
npc,141,155530,6891.495,84.858,251.600,-0.011,0.001,7.176,0.0000,0.000,0.000,0.000,0,0,0,-7,0.045,1.795,1.705,Town06
hero,132,155531,6891.600,78.125,247.993,0.019,-0.007,9.496,-0.0004,0.000,0.000,0.000,0,2,0,-6,-0.059,1.691,1.809,Town06
npc,141,155531,6891.600,85.572,251.600,-0.011,0.001,7.169,0.0000,0.000,0.000,0.000,0,0,0,-7,0.045,1.795,1.705,Town06
hero,132,155532,6891.681,78.896,247.993,0.019,-0.007,9.422,-0.0002,0.000,0.000,0.000,0,2,0,-6,-0.059,1.691,1.809,Town06
npc,141,155532,6891.681,86.153,251.600,-0.011,0.001,7.109,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.045,1.795,1.705,Town06
hero,132,155533,6891.766,79.693,247.993,0.019,-0.007,9.301,-0.0002,0.000,0.000,0.000,0,2,0,-6,-0.060,1.690,1.810,Town06
npc,141,155533,6891.766,86.761,251.600,-0.011,0.001,7.159,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.045,1.795,1.705,Town06
hero,132,155534,6891.868,80.617,247.993,0.019,-0.007,9.174,-0.0002,0.000,0.000,0.000,0,2,0,-6,-0.060,1.690,1.810,Town06
npc,141,155534,6891.868,87.473,251.600,-0.011,0.001,7.151,0.0000,0.000,0.000,0.000,0,0,0,-7,0.044,1.794,1.706,Town06
hero,132,155535,6891.938,81.250,247.993,0.019,-0.007,9.113,-0.0002,0.000,0.000,0.000,0,2,0,-6,-0.061,1.689,1.811,Town06
npc,141,155535,6891.938,87.966,251.600,-0.011,0.001,7.081,0.0000,0.000,0.000,0.000,0,0,0,-7,0.044,1.794,1.706,Town06
hero,132,155536,6892.026,82.048,247.992,0.019,-0.008,8.988,-0.0002,0.000,0.000,0.000,0,2,0,-6,-0.061,1.689,1.811,Town06
npc,141,155536,6892.026,88.593,251.600,-0.011,0.001,7.141,0.0000,0.000,0.000,0.000,0,0,0,-7,0.044,1.794,1.706,Town06
hero,132,155537,6892.106,82.765,247.992,0.019,-0.008,8.923,-0.0001,0.000,0.000,0.000,0,2,0,-6,-0.062,1.688,1.812,Town06
npc,141,155537,6892.106,89.163,251.600,-0.011,0.001,7.084,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.044,1.794,1.706,Town06
hero,132,155538,6892.203,83.625,247.992,0.019,-0.008,8.817,-0.0001,0.100,0.000,0.000,0,2,0,-6,-0.062,1.688,1.812,Town06
npc,141,155538,6892.203,89.852,251.600,-0.011,0.001,7.067,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.044,1.794,1.706,Town06
hero,132,155539,6892.285,84.346,247.992,0.019,-0.008,8.740,-0.0001,0.500,0.000,0.000,0,2,0,-6,-0.063,1.687,1.813,Town06
npc,141,155539,6892.285,90.437,251.600,-0.011,0.001,7.126,0.0000,0.000,0.000,0.000,0,0,0,-7,0.043,1.793,1.707,Town06
hero,132,155540,6892.353,84.940,247.992,0.019,-0.008,8.747,0.0000,0.800,0.000,0.000,0,2,0,-6,-0.063,1.687,1.813,Town06
npc,141,155540,6892.353,90.918,251.600,-0.011,0.001,7.057,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.043,1.793,1.707,Town06
hero,132,155541,6892.444,85.741,247.992,0.019,-0.008,8.850,0.0002,1.000,0.000,0.000,0,2,0,-6,-0.063,1.687,1.813,Town06
npc,141,155541,6892.444,91.565,251.600,-0.011,0.001,7.059,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.043,1.793,1.707,Town06
hero,132,155542,6892.511,86.334,247.991,0.019,-0.008,8.972,0.0002,1.000,0.000,0.000,0,2,0,-6,-0.064,1.686,1.814,Town06
npc,141,155542,6892.511,92.036,251.600,-0.011,0.001,7.111,0.0000,0.000,0.000,0.000,0,0,0,-7,0.043,1.793,1.707,Town06
hero,132,155543,6892.598,87.124,247.991,0.020,-0.008,9.250,0.0005,1.000,0.000,0.000,0,2,0,-6,-0.064,1.686,1.814,Town06
npc,141,155543,6892.598,92.649,251.600,-0.011,0.001,7.042,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.043,1.793,1.707,Town06
hero,132,155544,6892.677,87.868,247.991,0.020,-0.007,9.525,0.0006,1.000,0.000,0.000,0,2,0,-6,-0.065,1.685,1.815,Town06
npc,141,155544,6892.677,93.209,251.600,-0.011,0.001,7.033,0.0000,0.000,0.000,0.000,0,0,0,-7,0.042,1.792,1.708,Town06
hero,132,155545,6892.778,88.840,247.991,0.020,-0.007,9.914,0.0007,1.000,0.000,0.000,0,2,0,-6,-0.065,1.685,1.815,Town06
npc,141,155545,6892.778,93.916,251.600,-0.011,0.001,7.025,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.042,1.792,1.708,Town06
hero,132,155546,6892.870,89.774,247.991,0.021,-0.007,10.248,0.0006,0.100,0.000,0.000,0,2,0,-6,-0.066,1.684,1.816,Town06
npc,141,155546,6892.870,94.568,251.600,-0.011,0.001,7.030,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.042,1.792,1.708,Town06
hero,132,155547,6892.965,90.758,247.990,0.020,-0.007,10.380,0.0003,0.500,0.000,0.000,0,2,0,-6,-0.066,1.684,1.816,Town06
npc,141,155547,6892.965,95.241,251.600,-0.011,0.001,7.019,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.042,1.792,1.708,Town06
hero,132,155548,6893.045,91.590,247.990,0.020,-0.007,10.478,0.0003,1.000,0.000,0.000,0,2,0,-6,-0.067,1.683,1.817,Town06
npc,141,155548,6893.045,95.803,251.600,-0.011,0.001,7.008,0.0000,0.000,0.000,0.000,0,0,0,-7,0.042,1.792,1.708,Town06
hero,132,155549,6893.133,92.518,247.990,0.020,-0.007,10.675,0.0004,1.000,0.000,0.000,0,2,0,-6,-0.067,1.683,1.817,Town06
npc,141,155549,6893.133,96.421,251.600,-0.011,0.001,7.070,0.0000,0.000,0.000,0.000,0,0,0,-7,0.041,1.791,1.709,Town06
hero,132,155550,6893.220,93.463,247.990,0.020,-0.007,10.991,0.0006,1.000,0.000,0.000,0,2,0,-6,-0.068,1.682,1.818,Town06
npc,141,155550,6893.220,97.034,251.600,-0.011,0.001,7.001,0.0000,0.000,0.000,0.000,0,0,0,-7,0.041,1.791,1.709,Town06
hero,132,155551,6893.299,94.341,247.990,0.020,-0.007,11.251,0.0006,0.000,0.000,0.000,0,2,0,-6,-0.068,1.682,1.818,Town06
npc,141,155551,6893.299,97.588,251.600,-0.011,0.001,6.994,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.041,1.791,1.709,Town06
hero,132,155552,6893.375,95.200,247.990,0.020,-0.007,11.344,0.0003,0.000,0.000,0.000,0,2,0,-6,-0.068,1.682,1.818,Town06
npc,141,155552,6893.375,98.121,251.600,-0.011,0.001,6.993,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.041,1.791,1.709,Town06
hero,132,155553,6893.475,96.331,247.989,0.020,-0.007,11.307,0.0001,0.000,0.000,0.000,0,2,0,-6,-0.069,1.681,1.819,Town06
npc,141,155553,6893.475,98.822,251.600,-0.011,0.001,6.980,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.041,1.791,1.709,Town06
hero,132,155554,6893.566,97.362,247.989,0.019,-0.007,11.217,-0.0001,0.000,0.000,0.000,0,2,0,-6,-0.070,1.680,1.820,Town06
npc,141,155554,6893.566,99.464,251.600,-0.011,0.001,6.985,0.0000,0.000,0.000,0.000,0,0,0,-7,0.040,1.790,1.710,Town06
hero,132,155555,6893.644,98.231,247.989,0.019,-0.007,11.123,-0.0001,0.000,0.000,0.000,0,2,0,-6,-0.070,1.680,1.820,Town06
npc,141,155555,6893.644,100.010,251.600,-0.011,0.001,6.973,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.040,1.790,1.710,Town06
hero,132,155556,6893.728,99.157,248.001,0.019,0.595,10.978,12.9973,0.000,0.000,0.100,0,2,0,-6,-0.058,1.692,1.808,Town06
npc,141,155556,6893.728,100.598,251.600,-0.011,0.001,7.033,0.0000,0.000,0.000,0.000,0,0,0,-7,0.040,1.790,1.710,Town06
hero,132,155557,6893.825,100.217,248.026,0.019,1.327,10.839,3.9121,0.000,0.000,0.000,0,2,0,-6,-0.034,1.716,1.784,Town06
npc,141,155557,6893.825,101.278,251.600,-0.011,0.001,7.026,0.0000,0.000,0.000,0.000,0,0,0,-7,0.040,1.790,1.710,Town06
hero,132,155558,6893.896,100.983,248.043,0.019,1.494,10.750,1.4597,0.000,0.000,0.000,0,2,0,-6,-0.017,1.733,1.767,Town06
npc,141,155558,6893.896,101.775,251.600,-0.011,0.001,7.023,0.0000,0.000,0.000,0.000,0,0,0,-7,0.040,1.790,1.710,Town06
hero,132,155559,6893.972,101.790,248.063,0.019,1.558,10.647,0.5177,0.000,0.000,0.000,0,2,0,-6,0.002,1.752,1.748,Town06
npc,141,155559,6893.972,102.302,251.600,-0.011,0.001,7.017,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.039,1.789,1.711,Town06
hero,132,155560,6894.058,102.706,248.087,0.019,1.583,10.545,0.1627,0.000,0.000,0.000,0,2,0,-6,0.026,1.776,1.724,Town06
npc,141,155560,6894.058,102.906,251.600,-0.011,0.001,6.948,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.039,1.789,1.711,Town06
hero,132,155561,6894.141,103.572,248.110,0.018,1.590,10.425,0.0519,0.000,0.000,0.000,0,2,0,-6,0.050,1.800,1.700,Town06
npc,141,155561,6894.141,103.483,251.600,-0.011,0.001,7.007,0.0000,0.000,0.000,0.000,0,0,0,-7,0.039,1.789,1.711,Town06
hero,132,155562,6894.227,104.465,248.135,0.018,1.593,10.325,0.0164,0.000,0.000,0.000,0,2,0,-6,0.074,1.824,1.676,Town06
npc,141,155562,6894.227,104.084,251.600,-0.011,0.001,6.938,-0.0000,0.000,0.000,0.000,0,0,0,-7,0.039,1.789,1.711,Town06
hero,132,155563,6894.313,105.345,248.159,0.018,1.594,10.198,0.0050,0.000,0.000,0.000,0,2,0,-6,0.098,1.848,1.652,Town06
